Area,Label,2011-12,2012-13,2013-14,2014-15,2015-16
E01020258,Teignbridge 003B,0,0,#,#,#
E01020259,Teignbridge 003C,#,0,#,0,0
E01020260,Teignbridge 011D,0,#,#,0,#
E01020261,Teignbridge 011E,#,#,#,#,#
E01020262,Teignbridge 001B,#,#,#,#,#
E01020263,Teignbridge 001C,#,#,#,#,#
E01020264,Teignbridge 010A,#,0.75,0.785714286,0.888888889,0.846153846
E01020265,Teignbridge 008A,0,0,0,0,#
E01020266,Teignbridge 008B,#,#,#,#,#
E01020267,Teignbridge 008C,#,#,#,#,#
E01020268,Teignbridge 008D,#,#,0.454545455,#,#
E01020269,Teignbridge 010B,#,#,1,#,#
E01020270,Teignbridge 008E,#,1,#,#,#
E01020271,Teignbridge 010C,#,#,#,#,#
E01020272,Teignbridge 010D,#,#,#,0,#
E01020273,Teignbridge 003D,#,#,#,#,#
E01020274,Teignbridge 001D,0,0,0,#,#
E01020275,Torridge 001A,#,1,#,#,#
E01020276,Torridge 001B,#,#,0.416666667,#,0.384615385
E01020277,Torridge 004A,#,0.944444444,1,1,1
E01020278,Torridge 004B,0,#,0,#,#
E01020279,Torridge 004C,#,#,1,0.833333333,0.833333333
E01020280,Torridge 003A,0.5,0.6,0.75,1,1
E01020281,Torridge 003B,#,1,#,#,1
E01020282,Torridge 003C,#,#,#,#,#
E01020283,Torridge 004D,#,#,#,#,#
E01020284,Torridge 004E,#,0.5,0.583333333,0.833333333,#
E01020285,Torridge 004F,#,1,0.875,1,1
E01020286,Torridge 009A,#,1,0.833333333,0.5,#
E01020287,Torridge 007A,0,#,#,#,#
E01020288,Torridge 005A,#,#,1,#,#
E01020289,Torridge 009B,0,0,0,0,0
E01020290,Torridge 009C,#,1,#,#,#
E01020291,Torridge 008A,0,#,#,0,0
E01020292,Torridge 005B,0,0,0,0,0
E01020293,Torridge 008B,#,1,1,0.833333333,1
E01020294,Torridge 008C,#,#,#,#,#
E01020295,Torridge 005C,#,#,#,#,#
E01020296,Torridge 005D,#,1,1,1,#
E01020297,Torridge 001C,#,#,#,#,#
E01020298,Torridge 002A,#,#,#,#,0.238095238
E01020299,Torridge 001D,#,0.625,0.75,0.8,0.818181818
E01020300,Torridge 002B,0.428571429,0.789473684,0.866666667,0.846153846,1
E01020301,Torridge 009D,#,#,#,#,#
E01020302,Torridge 008D,0,#,#,#,#
E01020303,Torridge 007B,#,#,#,#,#
E01020304,Torridge 006A,#,#,#,#,#
E01020305,Torridge 006B,0,0,0,0,0
E01020306,Torridge 006C,0,0,0,0,0
E01020307,Torridge 006D,#,#,#,#,#
E01020308,Torridge 007C,#,#,#,#,#
E01020309,Torridge 008E,#,#,#,#,#
E01020310,Torridge 002C,0.318181818,0.833333333,0.875,0.88,0.966666667
E01020311,Torridge 007D,0.538461538,0.571428571,#,#,0
E01020312,West Devon 007A,#,1,#,#,#
E01020313,West Devon 007B,#,0,0,0,0
E01020314,West Devon 004A,#,#,#,#,#
E01020315,West Devon 007C,#,#,#,#,0
E01020316,West Devon 007D,0,0,#,#,#
E01020317,West Devon 006A,#,#,#,#,#
E01020318,West Devon 003A,#,#,#,#,#
E01020319,West Devon 003B,#,#,#,#,#
E01020320,West Devon 001A,#,#,#,#,#
E01020321,West Devon 001B,0.631578947,0.764705882,0.944444444,0.611111111,0.75
E01020322,West Devon 001C,#,#,#,#,#
E01020323,West Devon 003C,#,#,#,#,#
E01020324,West Devon 006B,#,#,#,#,#
E01020325,West Devon 004B,#,#,#,#,#
E01020326,West Devon 001D,#,#,#,0,#
E01020327,West Devon 002A,#,#,#,1,1
E01020328,West Devon 002B,#,#,#,#,#
E01020329,West Devon 002C,#,#,#,#,0.625
E01020330,West Devon 002D,#,#,#,#,0
E01020331,West Devon 004C,#,#,#,#,#
E01020332,West Devon 005A,0.833333333,1,0.916666667,0.875,0.777777778
E01020333,West Devon 005B,#,#,#,#,#
E01020334,West Devon 005C,#,#,#,#,#
E01020335,West Devon 005D,#,#,#,0,#
E01020336,West Devon 005E,#,#,#,#,#
E01020337,West Devon 005F,#,#,#,#,#
E01020338,West Devon 005G,0.545454545,0.909090909,0.909090909,#,0.9
E01020339,West Devon 003D,0.7,0.625,0.857142857,#,1
E01020340,West Devon 004D,#,#,#,0,0
E01020341,West Devon 006C,0,#,#,#,#
E01020342,West Devon 006D,0.454545455,0.555555556,0.454545455,#,#
E01032628,East Devon 004G,#,1,1,#,1
E01032657,Plymouth 027F,,,,,
E01032658,Plymouth 027G,,,,,
E01033232,Exeter 011F,#,#,#,#,#
E01033233,Exeter 001F,#,#,#,#,0.833333333
E01033234,Exeter 011G,0,0,0,0,0
E01033235,Exeter 015E,0,0,0,#,#
E01033236,Exeter 015F,0,0,#,0,0
E07000040,East Devon,0.532307692,0.748427673,0.785046729,0.615384615,0.751633987
E07000041,Exeter,0.498141264,0.792857143,0.833333333,0.770588235,0.804347826
E07000042,Mid Devon,0.639004149,0.78968254,0.758064516,0.706185567,0.756637168
E07000043,North Devon,0.485380117,0.835227273,0.7960199,0.752,0.778443114
E07000044,South Hams,0.512437811,0.746478873,0.79638009,0.797297297,0.816666667
E07000045,Teignbridge,0.487730061,0.62295082,0.711229947,0.679104478,0.737430168
E07000046,Torridge,0.374407583,0.698198198,0.715481172,0.726315789,0.735294118
E07000047,West Devon,0.517647059,0.641509434,0.709090909,0.613445378,0.673469388
E10000008,Devon,0.508359457,0.730110775,0.763247448,0.703938115,0.75804721
E06000026,Plymouth,,,,,
E06000027,Torbay,,,,,
IMDQ1,Q1 - Most Deprived,0.398373984,0.744,0.832116788,0.74137931,0.795698925
IMDQ2,Q2 - Above Average,0.547619048,0.761398176,0.781204112,0.72,0.775119617
IMDQ3,Q3 - Average,0.507512521,0.724080268,0.759229535,0.706422018,0.722996516
IMDQ4,Q4 - Below Average,0.5,0.727058824,0.745995423,0.713836478,0.776699029
IMDQ5,Q5 - Least Deprived,0.463855422,0.633333333,0.698324022,0.6,0.746835443
E02003122,Plymouth 001,,,,,
E02003123,Plymouth 002,,,,,
E02003124,Plymouth 003,,,,,
E02003125,Plymouth 004,,,,,
E02003126,Plymouth 005,,,,,
E02003127,Plymouth 006,,,,,
E02003128,Plymouth 007,,,,,
E02003129,Plymouth 008,,,,,
E02003130,Plymouth 009,,,,,
E02003131,Plymouth 010,,,,,
E02003132,Plymouth 011,,,,,
E02003133,Plymouth 012,,,,,
E02003134,Plymouth 013,,,,,
E02003135,Plymouth 014,,,,,
E02003136,Plymouth 015,,,,,
E02003137,Plymouth 016,,,,,
E02003138,Plymouth 017,,,,,
E02003139,Plymouth 018,,,,,
E02003140,Plymouth 019,,,,,
E02003141,Plymouth 020,,,,,
E02003142,Plymouth 021,,,,,
E02003143,Plymouth 022,,,,,
E02003144,Plymouth 023,,,,,
E02003145,Plymouth 024,,,,,
E02003146,Plymouth 025,,,,,
E02003147,Plymouth 026,,,,,
E02003148,Plymouth 027,,,,,
E02003149,Plymouth 028,,,,,
E02003150,Plymouth 029,,,,,
E02003151,Plymouth 030,,,,,
E02003152,Plymouth 031,,,,,
E02003153,Plymouth 032,,,,,
E02003154,Torbay 001,,,,,
E02003155,Torbay 002,,,,,
E02003156,Torbay 003,,,,,
E02003157,Torbay 004,,,,,
E02003158,Torbay 005,,,,,
E02003159,Torbay 006,,,,,
E02003161,Torbay 008,,,,,
E02003163,Torbay 010,,,,,
E02003164,Torbay 011,,,,,
E02003165,Torbay 012,,,,,
E02003166,Torbay 013,,,,,
E02003167,Torbay 014,,,,,
E02003168,Torbay 015,,,,,
E02003169,Torbay 016,,,,,
E02003170,Torbay 017,,,,,
E02003171,Torbay 018,,,,,
E02004129,East Devon 001,#,#,0.857142857,#,1
E02004130,East Devon 002,0.75,0.962264151,0.962264151,0.878787879,1
E02004131,East Devon 003,0.714285714,1,0.875,#,1
E02004132,East Devon 004,0.615384615,1,1,0.777777778,0.933333333
E02004133,East Devon 005,0.461538462,#,0.666666667,#,0.6
E02004134,East Devon 006,#,0.833333333,1,0.846153846,0.785714286
E02004135,East Devon 007,0.208333333,0.375,0.380952381,#,0.4
E02004136,East Devon 008,0.653846154,0.807692308,0.928571429,0.75,0.714285714
E02004137,East Devon 009,#,#,1,#,#
E02004138,East Devon 010,#,0.833333333,1,#,0.75
E02004139,East Devon 011,0.666666667,0.888888889,1,0.625,0.888888889
E02004140,East Devon 012,1,0.833333333,#,#,#
E02004141,East Devon 013,0.4375,0.571428571,0.6,0.583333333,0.6
E02004142,East Devon 014,0.666666667,1,0.9,0.857142857,0.714285714
E02004143,East Devon 015,0.189189189,0.272727273,0.3,0.25,0.75
E02004144,East Devon 016,0.666666667,0.909090909,1,#,0.75
E02004145,East Devon 017,#,#,#,#,#
E02004146,East Devon 018,0.533333333,0.833333333,0.75862069,0.538461538,0.692307692
E02004147,East Devon 019,0.56,1,1,1,1
E02004148,East Devon 020,0.4,0.566666667,0.571428571,0.388888889,0.441176471
E02004149,Exeter 001,#,0.857142857,0.777777778,#,0.916666667
E02004150,Exeter 002,0.888888889,1,1,1,0.909090909
E02004151,Exeter 003,0.705882353,0.888888889,0.897435897,0.863636364,0.842105263
E02004152,Exeter 004,0.666666667,0.823529412,0.882352941,#,0.625
E02004153,Exeter 005,0.5,0.888888889,0.823529412,0.7,0.909090909
E02004154,Exeter 006,0.5,0.842105263,0.789473684,0.75,1
E02004155,Exeter 007,0.464285714,0.64,0.875,0.846153846,0.875
E02004156,Exeter 008,0.310344828,0.785714286,0.914285714,1,0.857142857
E02004157,Exeter 009,#,#,#,#,#
E02004158,Exeter 010,0.52173913,0.703703704,0.769230769,0.529411765,0.793103448
E02004159,Exeter 011,0.545454545,0.636363636,0.714285714,0.8125,0.769230769
E02004160,Exeter 012,0.375,0.666666667,0.789473684,0.666666667,0.555555556
E02004161,Exeter 013,0.368421053,0.909090909,0.826086957,0.7,0.666666667
E02004162,Exeter 014,0.294117647,0.777777778,0.823529412,0.6875,0.684210526
E02004163,Exeter 015,#,0.8,0.692307692,0.75,0.916666667
E02004164,Mid Devon 001,0.7,0.789473684,0.866666667,0.6,0.833333333
E02004165,Mid Devon 002,0.705882353,0.888888889,0.736842105,0.789473684,0.826086957
E02004166,Mid Devon 003,0.857142857,1,0.933333333,0.444444444,0.764705882
E02004167,Mid Devon 004,0.814814815,0.931034483,0.923076923,1,1
E02004168,Mid Devon 005,0.869565217,0.933333333,0.87755102,0.916666667,0.904761905
E02004169,Mid Devon 006,0.571428571,0.882352941,0.9375,0.666666667,0.933333333
E02004170,Mid Devon 007,0.65,0.842105263,0.736842105,0.642857143,0.705882353
E02004171,Mid Devon 008,#,0.428571429,0.357142857,#,#
E02004172,Mid Devon 009,0.315789474,0.772727273,0.625,0.866666667,0.5
E02004173,Mid Devon 010,0.5,0.636363636,0.636363636,0.470588235,0.476190476
E02004174,Mid Devon 011,0.45,0.545454545,0.6,0.689655172,0.696969697
E02004175,North Devon 001,#,1,0.818181818,0.9,0.692307692
E02004176,North Devon 002,#,#,1,#,#
E02004177,North Devon 003,#,0.9,1,1,0.875
E02004178,North Devon 004,#,1,1,0.833333333,1
E02004179,North Devon 005,#,0.8,0.7,0.666666667,0.727272727
E02004180,North Devon 006,#,1,1,0.75,0.75
E02004181,North Devon 007,0,1,0.75,#,#
E02004182,North Devon 008,0.692307692,1,0.913043478,#,0.777777778
E02004183,North Devon 009,0.642857143,1,1,0.916666667,0.909090909
E02004184,North Devon 010,0.305555556,0.424242424,0.421052632,0.44,0.627906977
E02004185,North Devon 011,0.588235294,0.764705882,0.684210526,0.769230769,0.866666667
E02004186,North Devon 012,0.636363636,1,0.875,1,0.909090909
E02004187,North Devon 013,0.722222222,0.95,1,0.769230769,0.941176471
E02004188,North Devon 014,#,1,0.714285714,1,#
E02004189,South Hams 001,0.833333333,1,1,#,1
E02004190,South Hams 002,0.205882353,0.375,0.4375,0.4,0.454545455
E02004191,South Hams 003,0.454545455,0.673913043,0.708333333,0.84,0.810810811
E02004192,South Hams 004,#,0.625,0.7,1,0.777777778
E02004193,South Hams 005,0.692307692,0.866666667,0.868421053,0.862068966,0.837837838
E02004194,South Hams 006,#,#,#,#,#
E02004195,South Hams 007,#,1,1,#,0.714285714
E02004196,South Hams 008,#,1,0.888888889,#,#
E02004197,South Hams 009,0.75,0.75,0.777777778,1,1
E02004198,South Hams 010,0.617021277,0.914893617,1,0.966666667,1
E02004199,South Hams 011,0.555555556,1,0.9,0.714285714,#
E02004200,South Hams 012,#,#,#,#,#
E02004201,Teignbridge 001,#,0.5,0.545454545,0.545454545,0.454545455
E02004202,Teignbridge 002,#,#,#,#,0.8
E02004203,Teignbridge 003,#,#,0.625,0.833333333,1
E02004204,Teignbridge 004,0.421052632,0.6,0.875,0.923076923,0.9
E02004205,Teignbridge 005,0.387096774,0.46031746,0.533333333,0.541666667,0.630769231
E02004206,Teignbridge 006,0.296296296,0.482758621,0.518518519,#,0.4
E02004207,Teignbridge 007,0.666666667,0.9,0.8,#,0.857142857
E02004208,Teignbridge 008,0.347826087,0.46875,0.52,0.470588235,0.611111111
E02004209,Teignbridge 009,0.588235294,0.782608696,0.956521739,1,0.8
E02004210,Teignbridge 010,0.55,0.736842105,0.869565217,0.785714286,0.818181818
E02004211,Teignbridge 011,0.75,0.875,0.7,0.714285714,1
E02004212,Teignbridge 012,0.461538462,0.857142857,1,0.888888889,0.692307692
E02004213,Teignbridge 013,#,#,#,1,0.909090909
E02004214,Teignbridge 014,0.791666667,0.851851852,0.892857143,0.777777778,0.88
E02004215,Teignbridge 015,0.413793103,0.470588235,0.657142857,0.772727273,0.696969697
E02004216,Teignbridge 016,0.857142857,0.888888889,0.833333333,0.875,0.777777778
E02004217,Teignbridge 017,0.583333333,0.785714286,0.888888889,0.8,0.947368421
E02004218,Teignbridge 018,0.454545455,0.625,0.708333333,0.652173913,0.689655172
E02004219,Teignbridge 019,0.5,0.625,0.666666667,0.5,0.875
E02004220,Torridge 001,0.342857143,0.46875,0.527777778,0.53125,0.555555556
E02004221,Torridge 002,0.285714286,0.596774194,0.651515152,0.660377358,0.721311475
E02004222,Torridge 003,0.409090909,0.666666667,0.6,0.8,0.857142857
E02004223,Torridge 004,0.268292683,0.804347826,0.862745098,0.896551724,0.848484848
E02004224,Torridge 005,0.666666667,1,1,1,1
E02004225,Torridge 006,#,#,#,1,#
E02004226,Torridge 007,0.555555556,0.714285714,0.6,0.7,#
E02004227,Torridge 008,#,0.846153846,0.833333333,0.733333333,0.777777778
E02004228,Torridge 009,0.538461538,0.923076923,0.866666667,0.647058824,0.5
E02004229,West Devon 001,0.6,0.75,0.896551724,0.615384615,0.727272727
E02004230,West Devon 002,0.304347826,0.5,0.666666667,0.75,0.736842105
E02004231,West Devon 003,0.647058824,0.75,0.933333333,0.785714286,0.888888889
E02004232,West Devon 004,0.714285714,1,1,1,1
E02004233,West Devon 005,0.491803279,0.573770492,0.612903226,0.487804878,0.547169811
E02004234,West Devon 006,0.380952381,0.5,0.45,0.384615385,0.466666667
E02004235,West Devon 007,0.818181818,0.888888889,0.8,#,#
E02006840,Torbay 019,,,,,
TOWN01,Ashburton-Buckfastleigh,0.583333333,0.785714286,0.888888889,0.8,0.947368421
TOWN02,Axminster,0.294117647,0.448275862,0.464285714,#,0.458333333
TOWN03,Barnstaple,0.484536082,0.79787234,0.763779528,0.704225352,0.772277228
TOWN04,Bideford-Northam,0.331360947,0.651685393,0.692708333,0.719178082,0.737804878
TOWN05,Braunton,0.4,0.866666667,0.785714286,0.666666667,0.785714286
TOWN06,Crediton,0.422535211,0.623376623,0.613333333,0.672131148,0.585714286
TOWN07,Cullompton,0.611111111,0.785714286,0.754385965,0.52,0.711538462
TOWN08,Dartmouth,#,0.8,0.909090909,0.857142857,0.6
TOWN09,Dawlish,0.355555556,0.467391304,0.534090909,0.484375,0.581395349
TOWN10,Exeter (Wider),0.506849315,0.786885246,0.82278481,0.751269036,0.794788274
TOWN11,Exmouth,0.42384106,0.65034965,0.656716418,0.46835443,0.620967742
TOWN12,Great Torrington,0.777777778,1,0.727272727,1,1
TOWN13,Holsworthy,0.423076923,0.884615385,0.848484848,0.6875,0.638888889
TOWN14,Honiton,0.721311475,0.953846154,0.942028986,0.777777778,1
TOWN15,Ilfracombe,0.481481481,0.909090909,0.923076923,0.95,0.769230769
TOWN16,Ivybridge,0.68627451,0.879310345,0.865671642,0.869565217,0.892857143
TOWN17,Kingsbridge,0.583333333,0.873015873,0.983050847,0.928571429,0.94
TOWN18,Lynton-Lynmouth,0,0,0,0,0
TOWN19,Moretonhampstead,#,#,#,#,#
TOWN20,Newton Abbot,0.555555556,0.705882353,0.798969072,0.795620438,0.796791444
TOWN21,Okehampton,0.517647059,0.670886076,0.789473684,0.683333333,0.782608696
TOWN22,Ottery St Mary,0.611111111,0.833333333,0.955555556,0.777777778,0.76744186
TOWN23,Seaton,0.7,0.7,0.9,0.625,0.818181818
TOWN24,Sidmouth,0.8,0.909090909,1,0.764705882,0.888888889
TOWN25,South Molton,0.636363636,0.96,0.961538462,0.823529412,0.904761905
TOWN26,Tavistock,0.520408163,0.606382979,0.62244898,0.53125,0.576923077
TOWN27,Teignmouth,0.468085106,0.589285714,0.666666667,0.617647059,0.75
TOWN28,Tiverton,0.764227642,0.903225806,0.851239669,0.83908046,0.881818182
TOWN29,Totnes,0.3625,0.548780488,0.595238095,0.622641509,0.6875
DIV1,Alphington & Cowick ED,0.272727273,0.621621622,0.682926829,0.633333333,0.65
DIV2,Ashburton & Buckfastleigh ED,0.5,0.64,0.724137931,0.68,0.962962963
DIV3,Axminster ED,0.259259259,0.238095238,0.285714286,#,0.409090909
DIV4,Barnstaple North ED,0.565217391,1,0.904761905,0.727272727,0.875
DIV5,Barnstaple South ED,0.355555556,0.547619048,0.52173913,0.558823529,0.666666667
DIV6,Bickleigh & Wembury ED,0.714285714,0.833333333,0.823529412,0.846153846,1
DIV7,Bideford East ED,0.358490566,0.823529412,0.839285714,0.864864865,0.871794872
DIV8,Bideford West & Hartland ED,0.368421053,0.730769231,0.785714286,0.95,0.875
DIV9,Bovey Rural ED,0.714285714,0.866666667,0.777777778,0.888888889,0.9
DIV10,Braunton Rural ED,0.4,0.866666667,0.785714286,0.666666667,0.785714286
DIV11,Broadclyst ED,0.727272727,0.916666667,0.947368421,0.882352941,0.833333333
DIV12,Chudleigh & Teign Valley ED,0.45,0.590909091,0.814814815,0.882352941,0.88
DIV13,Chulmleigh & Landkey ED,0.533333333,1,0.904761905,0.769230769,0.8
DIV14,Combe Martin Rural ED,0.6,0.833333333,1,0.9,0.727272727
DIV15,Crediton ED,0.366666667,0.567164179,0.59375,0.673469388,0.568965517
DIV16,"Creedy, Taw & Mid Exe ED",0.666666667,1,0.666666667,0.615384615,0.615384615
DIV17,Cullompton & Bradninch ED,0.5,0.65625,0.59375,0.541666667,0.6
DIV18,Dartmouth & Marldon ED,0.461538462,0.785714286,0.8,0.909090909,0.75
DIV19,Dawlish ED,0.359550562,0.467391304,0.528735632,0.476190476,0.576470588
DIV20,Duryard & Pennsylvania ED,0.65,0.789473684,0.826086957,0.818181818,0.888888889
DIV21,Exminster & Haldon ED,#,0.461538462,0.571428571,0.428571429,0.611111111
DIV22,Exmouth & Budleigh Salterton Coastal ED,0.428571429,0.6,0.625,0.428571429,0.395348837
DIV23,Exmouth ED,0.432692308,0.693877551,0.688172043,0.5,0.77027027
DIV24,Exwick & St Thomas ED,0.555555556,0.868421053,0.914285714,0.636363636,0.840909091
DIV25,Feniton & Honiton ED,0.725806452,0.970588235,0.956521739,0.837209302,1
DIV26,Fremington Rural ED,0.541666667,0.826086957,0.769230769,0.823529412,0.904761905
DIV27,Hatherleigh & Chagford ED,0.608695652,0.761904762,0.904761905,0.675675676,0.791666667
DIV28,Heavitree & Whipton Barton ED,0.555555556,0.657142857,0.8,0.789473684,0.826086957
DIV29,Holsworthy Rural ED,0.423076923,0.884615385,0.848484848,0.6875,0.638888889
DIV30,Ilfracombe ED,0.421052632,0.956521739,0.882352941,0.933333333,0.761904762
DIV31,Ipplepen & The Kerswells ED,0.533333333,0.735294118,0.794117647,0.6875,0.736842105
DIV32,Ivybridge ED,0.692307692,0.866666667,0.868421053,0.862068966,0.837837838
DIV33,Kingsbridge ED,0.607142857,0.928571429,0.981818182,0.918918919,0.976744186
DIV34,Kingsteignton & Teign Estuary ED,0.64,0.8,0.870967742,0.941176471,0.8125
DIV35,Newton Abbot North ED,0.65,0.790697674,0.825,0.75,0.761904762
DIV36,Newton Abbot South ED,0.515151515,0.609756098,0.760869565,0.892857143,0.780487805
DIV37,Northam ED,0.307692308,0.553191489,0.607843137,0.611764706,0.659793814
DIV38,Okehampton Rural ED,0.4,0.62962963,0.75862069,0.80952381,0.8
DIV39,Otter Valley ED,0.571428571,0.725,0.833333333,0.678571429,0.684210526
DIV40,Pinhoe & Mincinglake ED,0.72972973,0.902439024,0.909090909,0.875,0.833333333
DIV41,Salcombe ED,0.545454545,0.692307692,1,1,0.777777778
DIV42,Seaton & Colyton ED,0.7,0.7,0.909090909,0.625,0.818181818
DIV43,Sidmouth ED,0.8125,0.888888889,1,0.692307692,0.866666667
DIV44,South Brent & Yealmpton ED,0.243243243,0.424242424,0.470588235,0.375,0.454545455
DIV45,South Molton ED,0.65,0.95,0.909090909,0.923076923,0.888888889
DIV46,St David's & Haven Banks ED,#,0.722222222,0.789473684,0.833333333,0.789473684
DIV47,St Sidwells & St James ED,0.479166667,0.909090909,0.96,0.857142857,0.888888889
DIV48,Tavistock ED,0.491803279,0.573770492,0.612903226,0.487804878,0.547169811
DIV49,Teignmouth ED,0.441860465,0.568627451,0.6875,0.612903226,0.725
DIV50,Tiverton East ED,0.743589744,0.951219512,0.868421053,0.90625,0.914285714
DIV51,Tiverton West ED,0.791666667,0.871428571,0.855072464,0.875,0.915254237
DIV52,Torrington Rural ED,0.636363636,0.76,0.6,0.8125,1
DIV53,Totnes & Dartington ED,0.454545455,0.653061224,0.7,0.807692308,0.8
DIV54,Wearside & Topsham ED,0.545454545,0.785714286,0.733333333,0.818181818,0.9375
DIV55,Whimple & Blackdown ED,0.5,0.9375,0.947368421,0.571428571,0.928571429
DIV56,Willand & Uffculme ED,0.846153846,0.933333333,0.939393939,0.527777778,0.805555556
DIV57,Wonford & St Loyes ED,0.375,0.794117647,0.75,0.789473684,0.710526316
DIV58,Yelverton Rural ED,0.545454545,0.620689655,0.59375,0.55,0.571428571
CHSCTAXE,"Axe Valley, Seaton and Sidmouth CHSCT",0.515625,0.655737705,0.724137931,0.523809524,0.679245283
CHSCTBARNSTAPLE,Barnstaple CHSCT,0.455696203,0.756410256,0.738317757,0.655172414,0.726190476
CHSCTBIDEFORD,Bideford and Northam CHSCT,0.351351351,0.67539267,0.70531401,0.729032258,0.757062147
CHSCTBRAUNTON,Braunton and Ilfracombe CHSCT,0.452380952,0.895833333,0.875,0.84375,0.775
CHSCTCREDITON,Crediton CHSCT,0.428571429,0.623376623,0.626666667,0.683333333,0.571428571
CHSCTCULLOMPTON,Cullompton CHSCT,0.625,0.8,0.754098361,0.537037037,0.719298246
CHSCTDAWLISH,Dawlish and Teignmouth CHSCT,0.397058824,0.52027027,0.595744681,0.535353535,0.641221374
CHSCTEXETERCHALL,Exeter - County Hall CHSCT,0.503649635,0.767123288,0.806451613,0.666666667,0.777108434
CHSCTEXETERSYCAMORE,Exeter - Sycamores CHSCT,0.490196078,0.794871795,0.846625767,0.862068966,0.809859155
CHSCTEXMOUTH,Exmouth and Budleigh CHSCT,0.42384106,0.65034965,0.656716418,0.46835443,0.620967742
CHSCTHONITON,Honiton and Ottery St Mary CHSCT,0.6875,0.919191919,0.943925234,0.776119403,0.924528302
CHSCTIVYBRIDGE,Ivybridge CHSCT,0.618181818,0.819672131,0.819444444,0.8125,0.842105263
CHSCTKINGSBRIDGE,Kingsbridge CHSCT,0.583333333,0.873015873,0.983050847,0.928571429,0.94
CHSCTNABBOT,Newton Abbot CHSCT,0.578616352,0.723756906,0.804232804,0.8203125,0.792349727
CHSCTOKE,Okehampton CHSCT,0.521126761,0.661538462,0.823529412,0.711864407,0.791666667
CHSCTSMOLTON,South Molton and Chulmleigh CHSCT,0.567567568,0.829268293,0.789473684,0.72,0.875
CHSCTTAVISTOCK,Tavistock CHSCT,0.533980583,0.636363636,0.637254902,0.538461538,0.594936709
CHSCTTEIGN,Teign Valley and South Dartmoor CHSCT,0.243902439,0.422222222,0.543478261,0.525,0.72972973
CHSCTTIVERTON,Tiverton CHSCT,0.771653543,0.904761905,0.861788618,0.842696629,0.892857143
CHSCTTORRINGTON,Torrington and Holsworthy CHSCT,0.540540541,0.925,0.836734694,0.787234043,0.729166667
CHSCTTOTNES,Totnes and Dartmouth CHSCT,0.454545455,0.689655172,0.746031746,0.828571429,0.769230769
Eastern,Eastern LCP,0.54723127,0.764769066,0.791932059,0.689335394,0.769145394
Northern,Northern LCP,0.42408377,0.75879397,0.752272727,0.736507937,0.754716981
Southern,Southern LCP,0.463659148,0.623582766,0.704697987,0.688311688,0.734643735
Western,Western LCP,0.575471698,0.74537037,0.780701754,0.730263158,0.762162162
