Area,2008-2010,2009-2011,2010-2012,2011-2013,2012-2014,2013-2015,2014-2016
E01015072,178.8623911,214.1606615,227.7528106,230.0921457,205.472863,203.2818606,191.9102897
E01015073,216.6692445,250.2961141,222.9658239,221.2961283,199.0330152,220.1725949,194.4478418
E01015074,248.9086015,292.0006885,307.9613638,274.902462,242.1447709,220.8862658,222.9412351
E01015075,205.6251533,228.45668,259.1613003,260.6657994,248.6270471,240.1815696,265.8258691
E01015076,196.461994,221.9608292,239.6327677,231.4588323,203.3181531,190.7019353,196.6569978
E01015077,229.3342016,236.1606434,232.1590468,217.4757507,207.6324274,178.7473464,155.7881591
E01015078,295.8024826,294.1786224,314.3550273,310.0559256,275.1369989,286.0046206,281.7639961
E01015079,162.6882659,169.2278476,172.7427678,161.2762851,159.8809769,156.5851314,150.6167342
E01015080,273.1137661,252.6593082,225.0439002,244.5329958,332.4840158,375.7762643,354.6259891
E01015081,221.2452163,226.8479514,251.3050283,265.9000976,246.0159064,263.4058029,254.6246991
E01015082,256.9640851,230.2949675,252.4222242,261.5720936,274.215155,241.8953178,243.8789968
E01015083,332.7697755,346.5400329,379.6218483,318.4460978,300.8064054,283.5860768,273.5992634
E01015084,164.1408825,190.850503,180.1530616,196.0333102,200.2084265,230.0443198,240.6847535
E01015085,203.0948151,195.7592382,185.4295938,148.5364194,152.3912704,146.8710067,160.1179442
E01015086,200.2316604,243.6722216,246.0242232,254.4544132,252.2373291,242.2250684,265.3626296
E01015087,246.6884469,278.1640755,294.1922985,244.4916369,219.3997838,238.623695,234.3568756
E01015088,259.4624576,268.8051451,237.7465343,234.0348263,200.0872725,184.5481709,214.8897634
E01015089,215.7543545,218.448218,199.5411367,192.7250799,192.639254,179.0294508,169.6996493
E01015090,175.1692881,178.8066249,194.5250059,171.9940645,202.707763,199.7072817,202.7478509
E01015091,177.5514534,168.1396176,179.5103694,164.644839,192.8335143,187.680461,191.807785
E01015092,202.1186749,258.2116696,226.2950532,241.3394476,202.6499437,214.1591721,210.9514183
E01015093,226.9633591,234.1386646,230.9095695,208.7410126,229.5367518,229.4428687,241.9685582
E01015094,186.7941055,176.4054459,191.9153322,191.3570408,187.4967549,186.3300977,159.3414006
E01015095,265.2459966,292.5233826,296.2026351,248.1600368,200.2201783,154.4476662,151.6329193
E01015096,177.0452723,188.7050491,191.7717008,199.6507425,201.3799112,210.8745358,211.9710727
E01015097,238.7877353,198.3011277,162.2963597,145.7073231,168.1919526,179.0995516,153.6026616
E01015098,201.7246923,176.80918,165.8337994,179.2772437,159.8326282,177.4770664,163.1881069
E01015099,218.6581533,235.6134116,256.0678637,218.1262841,181.6847156,146.3816275,163.9142436
E01015100,214.7199242,202.3975471,203.5433489,195.8943967,164.4613135,173.10495,188.0893969
E01015101,154.5717135,158.0469064,173.1305468,181.1415104,162.3536247,135.5568945,156.8814285
E01015102,278.5508439,277.1480375,263.4428342,248.8447356,236.0946154,225.478149,199.8457636
E01015103,201.8693415,195.5266583,167.1501514,160.425579,171.4077642,178.0993212,181.4650915
E01015104,154.0757153,178.0191516,185.8465021,185.2418939,177.6530514,169.3907625,161.8536589
E01015105,161.9996739,181.047949,189.4660385,179.9849642,162.8559423,174.9600387,160.819027
E01015106,202.4975586,179.1718503,173.2030777,161.6779729,173.1664209,177.4373482,215.5367052
E01015107,225.5189336,232.032918,213.6425648,208.8857437,207.2399331,211.8379006,189.5155053
E01015108,178.8581762,192.7355285,181.6268497,160.2444987,141.175129,128.8156812,143.9194594
E01015109,178.6706593,212.6316856,219.7824696,200.8626731,165.5731847,151.924863,159.4411907
E01015110,149.2075771,142.5604663,160.405477,159.9191775,172.378992,160.8329855,170.0108555
E01015111,128.4916114,172.7899557,182.5708141,176.4685091,160.9544612,201.3020797,246.4192995
E01015112,215.2139698,208.622926,204.1268526,245.5751366,245.2462272,262.188641,208.9841375
E01015113,215.16177,212.4226142,205.7484844,201.5433257,193.0285802,181.283457,150.1815509
E01015114,183.5671693,175.8029377,165.5826609,134.8313145,157.7189895,156.8990419,157.1509094
E01015115,201.9696358,220.0431915,229.4023925,257.6622664,266.2662048,268.8035752,249.4166779
E01015116,191.6863924,195.3161631,220.4380884,206.6254464,195.6646517,160.5733674,149.9990038
E01015117,155.3874893,152.6888276,181.8443546,180.9883259,181.6891896,164.0381696,156.0339837
E01015118,180.7477472,180.0633722,162.1960407,149.1036879,138.2673959,138.2281151,152.3810533
E01015119,161.4129607,161.1643752,169.619631,154.1584025,168.5131497,190.856895,213.432832
E01015120,187.623933,209.5383106,233.8003298,229.2582617,218.1575545,200.0806048,200.9401263
E01015121,189.0533698,195.2917305,172.8274558,143.7305913,128.4610994,119.083023,135.8352762
E01015122,171.9841378,164.0950287,149.0695078,133.7265673,137.8189643,148.9149553,168.8577146
E01015123,205.3751472,206.4998134,202.2509877,171.9809081,161.8466776,154.8706671,140.4659713
E01015124,183.3418741,163.6106281,180.8062343,164.5929133,152.2891492,140.4738951,148.1650682
E01015125,220.1137885,182.25724,158.6473477,134.3867947,122.8457402,136.5335346,140.4807202
E01015126,144.9395936,160.5648406,174.2328572,170.8331824,215.6988372,220.0901879,214.486232
E01015127,163.7938964,185.2648699,183.9332791,202.8281192,184.2754697,184.5552197,226.8200753
E01015128,167.0484299,151.8510207,130.4385284,136.1324002,135.0790603,135.6862775,124.2505339
E01015129,215.7203396,213.6045108,229.481454,220.6172232,218.0140611,202.8452406,191.6214776
E01015130,204.6028831,221.9588587,231.5889819,212.1443351,199.4921312,213.8273567,221.5431809
E01015131,144.2972878,156.0004951,168.3493356,194.4209148,162.7852462,124.7561353,113.7265741
E01015132,155.7087251,157.4821492,185.6784264,197.6374157,189.9115895,174.9724042,153.877972
E01015133,160.0399801,176.6775972,172.7807183,158.6076926,163.5959463,169.8438529,162.7523657
E01015134,220.1060906,196.561621,203.3427728,156.6929043,176.6783832,180.8266076,215.0825519
E01015135,201.8985197,179.546536,177.9393478,177.6205536,190.7120872,181.2247561,159.086426
E01015136,181.8614414,178.1218956,177.8977434,152.9710395,175.3212838,183.1334118,201.5184363
E01015137,283.4416436,263.2649302,208.6602863,189.2325527,180.0960284,181.0893394,173.3854863
E01015138,176.4467333,152.9811905,144.6751596,152.0239004,169.5860285,167.2419618,155.6406838
E01015139,184.8690237,195.3279643,181.9605179,166.5068326,168.0185098,170.2089296,176.0233414
E01015140,200.4533441,179.771517,207.8654585,279.3251985,282.1404403,265.6253032,205.3386239
E01015141,158.6907458,165.6438245,171.4048066,153.2036718,147.4795393,168.5768511,174.9770153
E01015142,176.1494467,182.6580867,180.0481572,183.6489145,176.7197782,174.0490502,179.8055182
E01015143,232.7477418,241.8278092,225.8824547,208.8597831,202.9613985,202.3716141,223.9791659
E01015144,306.1494562,318.5844847,303.5406761,291.8848095,267.6843297,290.2134042,243.1832951
E01015145,#DIV/0!,#DIV/0!,305.7698883,#DIV/0!,#DIV/0!,346.3598743,414.748475
E01015146,256.2605922,270.7457489,273.4758673,237.3772546,245.3893084,223.881004,243.4863415
E01015147,168.5977943,159.5684477,164.8056015,191.912388,270.0219691,265.2526702,277.4980384
E01015148,236.6886526,249.7678193,239.8116396,212.7905241,258.0251578,248.2208126,251.9709865
E01015149,259.0185542,241.8648878,241.3643793,225.3462444,202.0380202,192.1462097,181.5096415
E01015150,238.529474,215.7352775,231.3608282,206.2631156,232.2183092,204.0693722,214.9123693
E01015151,299.0407276,292.7955941,288.6384229,286.7675871,294.426842,300.1233061,310.4674948
E01015152,313.7052505,354.7407665,341.550833,318.1045418,306.0583428,269.811154,290.6121978
E01015153,245.0682917,254.3895678,242.9735248,248.8982926,243.659085,225.2243872,284.0360804
E01015155,288.9144536,317.3786016,316.1502726,361.9703356,347.1691418,349.0328121,283.7879098
E01015156,397.3985627,337.8285868,270.9652859,288.8569804,342.7000035,340.8025492,361.8975865
E01015157,264.1328537,236.4137986,224.5081309,231.6772752,244.7151501,236.2670782,238.2434217
E01015158,237.1829089,248.3670014,278.5007239,266.6998504,260.0016973,272.4122129,300.9354643
E01015159,194.6084359,209.6183533,195.3145163,198.4753234,220.6077692,250.4428309,249.8006743
E01015160,178.7725807,175.2916957,152.0833835,187.3440618,207.8715925,204.1237143,155.6878323
E01015161,227.751048,222.0211998,237.2496077,257.9627211,279.4910794,265.2698494,256.2212722
E01015162,244.9637096,257.6349145,289.5443346,286.4556643,285.1138588,237.3933542,228.5174308
E01015163,186.6329754,215.504092,205.5658502,186.806288,218.6215334,223.0959565,225.2617705
E01015164,171.3797784,192.6473632,195.2049181,193.4306519,202.8845697,195.4677295,198.6673343
E01015165,218.6393076,245.8065605,240.9458189,272.8083522,240.4147154,229.7673724,217.5255178
E01015166,201.5722641,216.2061249,211.7003341,220.2837438,198.1009062,187.5846733,177.1385232
E01015167,257.0800484,264.0405037,235.7141007,226.5908473,208.5427341,205.4630608,212.7426961
E01015168,213.5845525,204.4191552,211.2082191,212.1772755,226.5051658,214.2386714,218.2364133
E01015169,154.5533342,160.765462,165.5221268,204.7894401,212.4758453,202.1148405,202.4087268
E01015170,258.6727579,239.3013395,228.6233922,249.6124445,232.2435995,233.6071605,232.7731856
E01015171,203.6422487,228.9452635,224.2084536,223.4125468,224.2845788,212.3515669,192.5410383
E01015172,231.8006886,245.6033692,240.7458711,244.7778286,215.6364478,212.6724333,195.2986073
E01015173,197.7455125,196.5457062,184.6441084,196.4405652,204.632741,218.768355,206.2830505
E01015174,171.3319798,162.9029125,154.3245363,144.5380315,159.8477391,157.3180236,161.8890268
E01015175,225.473459,218.7064549,209.7070331,231.9422136,230.1963112,211.5798414,204.9853634
E01015176,260.2256128,274.1917071,273.0488515,247.7489553,229.6354523,245.1303554,251.0132517
E01015177,217.2616966,218.3203727,206.9934198,196.2249676,188.7369595,183.6730809,206.4678179
E01015178,323.6367306,333.0340606,276.4632297,227.013156,233.91348,237.8254204,224.1312233
E01015179,188.4695273,210.5313599,229.0229676,249.2165108,257.0172104,270.6396089,264.9066513
E01015180,213.8762389,248.9507628,244.2896867,241.9636573,229.6993145,258.2976486,257.5004407
E01015181,250.9995622,273.9444756,273.2303654,256.6757078,249.4456778,239.0989489,224.4651536
E01015182,281.4909287,266.0528824,239.7865614,228.5040485,250.5164099,241.2542707,281.4184155
E01015183,288.7180849,289.2425723,284.6024093,264.9637077,238.9622867,227.5117256,230.2815819
E01015184,335.1056367,220.3180716,239.80877,250.9664565,313.1567214,275.602899,269.1625236
E01015185,183.2310435,176.3470647,179.0166472,200.3615245,222.3203988,264.8916606,252.4274809
E01015186,358.8792563,313.7933001,278.2728525,292.240944,288.3655163,304.3073451,263.7239959
E01015187,173.0821516,181.444083,171.3615353,157.8160525,146.8133416,146.2766439,157.8058545
E01015188,168.5563304,165.5352488,152.1802323,153.2254761,178.30031,196.0215423,183.9498706
E01015189,279.8319467,256.6838319,210.3547358,259.0381957,222.7870755,249.4878602,236.3823215
E01015190,265.9595161,233.7244169,241.1528003,257.8168298,253.7554773,259.0494713,204.7877868
E01015191,170.4094335,154.3166693,145.8132345,156.7871586,172.7550143,188.047222,189.5078895
E01015192,309.8674121,300.1524653,280.8671688,250.0223899,239.1133969,253.97768,217.441215
E01015193,275.144564,302.2362056,292.9854367,272.501196,236.7355827,255.8156668,228.2420185
E01015194,258.9510556,262.8303762,258.4963031,255.5490358,239.4627114,233.4403401,240.1163021
E01015195,231.0571226,202.8390692,160.332011,172.9519095,184.548306,199.0668809,198.3180382
E01015196,298.3392451,327.1017638,313.7318171,315.757878,305.0426807,308.8783451,309.0719357
E01015197,132.376115,136.5748758,118.0448721,112.8766794,107.1280092,142.9139654,146.1200171
E01015198,157.2912856,122.1293022,127.5396759,130.5853272,134.9283596,144.0186778,153.5003389
E01015199,145.9526817,155.3566231,136.3000343,148.5112547,119.6026294,128.8593082,144.438947
E01015200,257.7289327,248.1690255,230.7755368,208.8141517,268.2741506,295.6755007,305.606792
E01015201,178.2644309,148.4914208,162.0310537,190.9520359,206.5768946,211.8376471,190.5676858
E01015202,160.5017189,155.8361018,154.1208622,178.4283868,167.3669862,189.6473458,152.8414943
E01015203,192.5070187,185.9484346,160.0959766,158.835429,181.7057944,186.7955335,202.1430121
E01015204,229.5465629,265.0142158,263.1983302,263.670358,227.4882673,210.419065,212.6986786
E01015205,178.7588561,171.031573,164.7513149,199.7446257,190.9424418,242.0780092,225.6178087
E01015206,197.1896139,182.0444829,238.4580401,233.1092671,213.9213066,215.9121499,266.7439433
E01015207,212.7349216,215.0061705,196.5575895,162.4949177,165.2544481,213.4113628,265.6957956
E01015208,165.7778457,171.4616799,151.271677,151.8311951,121.2437371,128.2832135,102.9011261
E01015209,334.0870482,349.9014416,358.9898316,376.1680023,363.3443813,331.5592454,306.6068676
E01015210,244.63911,273.5695226,283.7000256,279.4491468,245.1944893,256.7095497,248.0153684
E01015211,169.8887629,200.6774458,193.7604137,192.1408445,178.9725921,195.7610061,194.2093423
E01015212,238.5471797,227.8608258,230.7361534,264.2674174,269.7231588,277.5900355,254.325702
E01015213,182.761327,185.4419889,195.1681352,184.24061,195.9623579,211.9955376,221.6598446
E01015214,300.3532866,287.0859015,298.4624698,298.4557367,297.2033323,308.837349,317.9833487
E01015215,283.1591302,266.1568763,232.5747229,186.2146457,191.6107862,188.0130372,193.1043032
E01015216,233.0502066,241.6895301,226.6381923,245.0783302,261.6335306,323.4080323,329.8028147
E01015217,356.3329171,352.6886907,334.5407953,325.8146396,302.533507,316.8872544,302.9786615
E01015218,259.5186027,287.3746665,309.2034041,278.4532445,274.5565108,255.9551904,255.1192045
E01015219,308.3178284,317.3996179,210.526595,290.5932592,251.9960557,257.4356469,219.0467591
E01015220,224.7156484,256.355774,274.3120619,279.5731118,263.071967,222.5928485,164.4399393
E01015221,200.6024754,231.7255766,229.6454691,249.4281436,198.8351123,257.7453945,187.320811
E01015222,177.5974422,157.1871698,158.2059838,181.1081871,214.0580811,216.4953244,210.0467601
E01015223,170.4014392,158.4095361,174.8509301,222.6631043,210.7174842,229.386872,211.4915499
E01015224,198.3589012,219.1901937,218.9014929,243.1510327,223.0977527,194.1772899,181.5924345
E01015225,187.6688511,185.4889514,196.7470585,235.7298906,249.1442853,252.2687333,211.9849184
E01015226,160.2136302,174.5591316,190.2292379,193.8167663,217.627773,214.6561252,182.2818546
E01015227,164.0378043,173.0728538,189.7396814,239.1005109,243.7417525,240.5825448,187.4470231
E01015228,233.5006507,258.854387,261.6928693,253.9180338,224.0107821,227.9747438,226.086002
E01015229,315.5510515,303.4890025,284.3601726,269.3384922,268.1835107,263.1570675,275.9187611
E01015230,176.4425956,150.1227393,181.3421559,201.6929816,191.1065301,191.7898822,171.1176228
E01015231,349.3296823,344.9275644,318.9588339,301.4666978,338.3933638,332.5343605,333.2316975
E01015232,348.8331815,338.3173845,323.0255404,303.3261617,245.8102058,253.0910228,241.2960367
E01015233,308.7807462,293.1866035,317.1086584,336.1787381,333.2312355,320.2792333,334.815316
E01015234,257.8027921,272.1543939,252.6567979,234.2577307,215.9637277,216.9379587,221.6561229
E01015235,213.9608436,194.0224959,198.7845636,184.4001589,161.9724353,164.1272948,181.9582428
E01015236,294.5876373,269.0977434,247.8945748,231.9242309,235.6215612,234.099558,274.3054319
E01015237,236.6844062,205.6940794,218.9937112,248.9793532,250.4735458,214.7470262,164.0804668
E01015238,230.0999489,223.9544363,216.3755004,300.3366343,288.3273828,308.3054739,209.6099474
E01015239,223.6966641,240.0236674,255.6688577,250.4193184,238.2908127,250.6469425,235.0603379
E01015240,229.979259,217.7271445,251.3804402,230.2872386,237.7676,221.2794762,271.7301482
E01015241,263.9771026,221.3927797,230.0201721,229.8457683,255.1055478,271.5584951,248.0583961
E01015242,270.0934284,242.3195051,234.5525774,241.5280197,241.3334602,226.682271,245.2622409
E01015243,173.5681595,184.0563088,175.7569203,165.4743098,170.2465533,183.8772083,189.6079801
E01015244,202.1430075,209.8953376,217.235029,217.3640022,192.6758085,187.4911221,215.4267199
E01015245,233.8190762,219.8202098,210.625203,213.3797336,283.1621157,290.9442053,269.385363
E01015246,224.4364839,201.1831274,189.9654714,183.3040667,177.7735687,169.5755598,162.9955971
E01015247,198.4065391,203.9648758,212.3698791,200.2972223,189.5165432,182.1621802,182.5831927
E01015248,270.5235964,251.0612309,191.1261867,202.1634987,219.8181472,241.0012545,254.919726
E01015249,248.1115549,270.4969143,227.2726302,255.600132,228.737498,253.1163479,207.7766746
E01015250,227.9111002,265.806187,246.0229443,264.6988317,185.9741484,192.1757332,211.0968175
E01015251,216.2581665,196.0293324,182.7324053,191.1452994,213.1275664,204.1799072,214.3319211
E01015252,174.0593991,186.5175847,173.6612657,170.3225126,160.4530809,161.6235357,185.0215236
E01015253,193.8502395,218.1779643,237.3930781,272.0142551,247.1025834,213.4329935,149.0718303
E01015254,210.4838988,170.109189,186.1049357,175.4355824,189.3411511,159.8537045,159.867176
E01015255,327.8809907,319.833888,343.5999532,391.9938548,388.0715548,339.4645499,301.799052
E01015256,344.5710087,377.6046014,365.9276129,378.3219678,373.2174425,360.741352,389.3533089
E01015257,298.8673992,281.5540397,307.0895798,320.9094792,315.9154806,310.7365873,321.8641906
E01015258,230.6648748,221.3227036,201.9612551,200.1525729,184.315283,222.6116664,229.4526147
E01015259,256.6086773,262.442875,257.3058701,252.4678226,310.5197355,293.2003414,295.2861252
E01015260,355.3518509,365.7638657,388.5915274,364.7935207,335.958576,296.4319822,294.2042729
E01015261,225.0938425,222.6143181,236.2366842,243.6629604,263.3230094,278.0134266,266.6569982
E01015262,367.8621871,304.692185,299.7496923,232.6795864,227.7882719,230.8846338,249.6767528
E01015263,330.3355325,335.6388604,327.5835558,326.8935222,314.9949857,289.1321279,261.1445813
E01015264,200.9993042,202.1146419,201.081576,156.6761184,155.6532467,177.3095473,187.6670688
E01015265,198.05187,185.6982807,181.2173842,169.5437431,174.6115114,179.107369,167.631745
E01015266,284.5339972,307.7912669,298.7579029,283.6424936,259.1749424,288.9925973,292.8906216
E01015267,314.066049,324.7574131,318.8884473,286.2821618,269.4454826,274.1607078,301.6702614
E01015268,236.9992519,207.7081511,188.2583088,190.7062934,201.2082472,214.9162608,250.3253974
E01015269,236.756582,268.9005062,275.0575886,252.1750689,224.8687807,223.9247247,253.37828
E01015270,198.3858409,246.5797168,252.1667582,260.0318373,230.9974939,253.3441041,241.1975234
E01015271,317.8079677,252.6690129,219.5487457,216.8084712,164.0719973,154.6066756,188.8429616
E01019886,152.3866314,149.8040149,156.0823959,166.9717655,169.3637561,145.3084244,148.8464012
E01019887,231.7709129,217.2429289,225.3958812,244.1599517,272.4309219,263.8921039,255.5866373
E01019888,188.9663314,192.0628448,196.8187261,196.224779,213.8952181,191.2039552,194.8306587
E01019889,172.2099478,166.265942,166.5900991,169.9878932,182.0721915,173.4607562,192.2689505
E01019890,132.2243539,122.2013773,118.6912942,128.2302609,153.7759858,173.2795006,160.0763294
E01019891,156.772843,155.9222976,166.4785526,158.7524502,158.9480694,143.9366295,157.0768102
E01019892,155.9110613,169.8576335,191.0980551,206.0976495,177.6489333,176.7286123,151.4915035
E01019893,170.0481766,161.9814874,160.5962719,154.1899271,186.2549066,207.1685921,174.5561281
E01019894,177.5681018,172.6569964,158.3451165,104.8918481,107.8247126,130.7504347,135.4223961
E01019895,158.5955689,175.7582592,224.5956945,232.5080985,216.5162129,144.296845,140.4964536
E01019896,165.7153594,160.370086,176.4916943,242.9606205,244.5073497,229.4305499,180.3169061
E01019897,235.5826371,175.4901561,202.1046705,221.9280976,242.337106,235.920862,236.284216
E01019898,143.8924783,149.7302758,127.698968,130.250189,126.3821426,130.6511803,131.4270811
E01019899,166.4912852,179.168623,179.7927073,206.3011396,229.5585826,217.8679586,203.8520344
E01019900,133.5626401,127.7425511,108.4184199,103.3772159,116.2395792,136.4667564,170.8485261
E01019901,238.2302497,181.1790471,142.7605152,134.372976,142.4654952,167.4685403,158.2371535
E01019902,154.3647418,166.6415754,177.3604436,166.2873679,147.9357044,141.7538308,144.5822634
E01019903,147.4081653,145.0120823,138.6196327,149.6136048,158.5658052,163.5956483,145.7102414
E01019904,259.8756302,247.7731877,237.0854182,212.6281219,189.6684562,198.2097,231.6285538
E01019905,154.1764857,141.1628913,142.8801604,137.5628,140.6127151,150.1472969,145.5733368
E01019906,181.3382569,197.1622295,226.5675524,220.2577265,201.8752422,210.8418232,210.6224332
E01019907,148.2257225,147.8457684,151.6205329,138.1923886,140.7701375,140.9327254,172.58393
E01019908,164.9329097,188.7768999,188.1757555,197.3437845,194.1008849,188.4277563,180.7051733
E01019909,146.0532582,164.0763893,153.9216669,175.058889,144.457044,131.3334908,104.2834052
E01019910,273.9658634,245.6500382,230.2942185,200.0383584,189.5837409,188.5325979,190.7252188
E01019911,213.9422775,195.7086417,195.7594915,169.0720719,156.4887591,137.8858586,154.5848485
E01019912,276.2793723,266.8648859,265.4329898,216.3924794,175.8205094,152.6604964,149.1849296
E01019913,179.6123609,172.3579012,157.7905497,121.9295244,131.1588265,161.6651318,205.3131478
E01019914,258.9714557,247.7066283,237.1448085,255.638318,254.5195041,217.65744,176.5782268
E01019915,176.9444589,209.5435673,232.0763224,245.2814125,207.1504243,178.1323184,163.8164363
E01019916,208.80344,229.8030688,217.8963619,241.8594577,225.4370941,222.8464187,224.9473765
E01019917,243.2297567,261.085358,246.1084687,237.480272,221.2425492,238.6598977,219.734062
E01019918,233.4499687,232.4469919,254.6372022,223.0786656,231.6657215,223.0080886,225.6812135
E01019919,185.9750373,201.7074223,223.4871462,228.1362495,227.2389643,215.6729595,208.3829684
E01019920,247.2586047,234.1452803,213.0660021,204.1097147,210.3276799,195.8356993,172.2915865
E01019921,214.6678174,232.5871076,228.6510696,206.2763902,191.4983029,176.6223031,178.4572565
E01019922,225.9007811,214.386773,228.4397541,220.7354673,232.4785214,239.6204023,247.7981237
E01019923,211.1332006,216.5274337,264.3717168,264.3408215,283.7430995,300.5218576,325.0882913
E01019924,218.9051999,252.9287443,259.4937118,270.0281163,261.3850854,249.1142857,237.6812575
E01019925,195.2386518,222.669953,209.1525408,195.0931088,169.5579332,171.3983005,185.669461
E01019927,260.3770953,296.7624073,315.367123,290.4537827,274.7328167,298.487951,271.2890129
E01019928,244.8180455,240.3046291,265.5610223,255.5312184,269.4725152,254.9506725,245.3427667
E01019929,247.3238893,204.1021225,198.9161555,193.8319542,216.5078559,238.2267276,234.1811595
E01019930,218.0964595,180.6127285,168.8408657,174.6110311,227.2614967,220.7326379,213.9929896
E01019931,169.611638,159.1331146,157.6897867,164.120224,236.1594941,216.404219,232.7385748
E01019932,284.9325643,274.3130385,259.263665,228.6015687,198.563431,206.4719799,191.5880126
E01019933,260.8036486,249.9133291,208.2846586,227.0242309,265.2096195,231.0482934,230.7973463
E01019934,143.0518669,172.4488409,191.6243514,183.8109264,144.1510717,146.6135075,148.4235585
E01019935,142.4144664,156.0001042,179.8378812,174.0264564,154.831037,116.6451201,142.5729219
E01019936,258.2685246,218.6541349,209.1385452,191.4834258,145.8418563,180.1681007,162.7107239
E01019937,157.1942157,145.1805737,128.9677012,109.4658659,120.1572707,135.7722305,142.6806396
