Area,2013,2014,2015,2016
E02003126,,,,
E02003127,,,,
E02003128,,,,
E02003129,,,,
E02003130,,,,
E02003131,,,,
E02003132,,,,
E02003133,,,,
E02003134,,,,
E02003135,,,,
E02003136,,,,
E02003137,,,,
E02003138,,,,
E02003139,,,,
E02003140,,,,
E02003141,,,,
E02003142,,,,
E02003143,,,,
E02003144,,,,
E02003145,,,,
E02003146,,,,
E02003147,,,,
E02003148,,,,
E02003149,,,,
E02003150,,,,
E02003151,,,,
E02003152,,,,
E02003153,,,,
E02003154,,,,
E02003155,,,,
E02003156,,,,
E02003157,,,,
E02003158,,,,
E02003159,,,,
E02003161,,,,
E02003163,,,,
E02003164,,,,
E02003165,,,,
E02003166,,,,
E02003167,,,,
E02003168,,,,
E02003169,,,,
E02003170,,,,
E02003171,,,,
E02004129,0.56097561,0.558139535,0.725490196,0.567567568
E02004130,0.415384615,0.433962264,0.469387755,0.508474576
E02004131,0.538461538,0.54,0.64,0.583333333
E02004132,0.670454545,0.655172414,0.733333333,0.75
E02004133,0.492063492,0.549019608,0.529411765,0.6
E02004134,0.625,0.642105263,0.72,0.528089888
E02004135,0.557692308,0.724137931,0.583333333,0.666666667
E02004136,0.734693878,0.639344262,0.795698925,0.785714286
E02004137,0.644444444,0.679245283,0.710526316,0.813953488
E02004138,0.638888889,0.58490566,0.610169492,0.75862069
E02004139,0.575342466,0.589041096,0.585714286,0.587301587
E02004140,0.787878788,0.666666667,0.806451613,0.743589744
E02004141,0.644067797,0.622641509,0.682539683,0.695652174
E02004142,0.575757576,0.586206897,0.78125,0.825
E02004143,0.554054054,0.686046512,0.543859649,0.651515152
E02004144,0.5,0.555555556,0.577464789,0.714285714
E02004145,0.659574468,0.666666667,0.621621622,0.74
E02004146,0.458715596,0.674418605,0.436893204,0.566037736
E02004147,0.540540541,0.566666667,0.528571429,0.71641791
E02004148,0.587301587,0.686567164,0.586206897,0.678571429
E02004149,0.674418605,0.6,0.761904762,0.820512821
E02004150,0.534482759,0.447761194,0.544117647,0.666666667
E02004151,0.583333333,0.504504505,0.628865979,0.622641509
E02004152,0.611111111,0.826086957,0.684210526,0.833333333
E02004153,0.569444444,0.559139785,0.493506494,0.628571429
E02004154,0.671428571,0.630769231,0.616438356,0.779661017
E02004155,0.606382979,0.511904762,0.513513514,0.514285714
E02004156,0.566666667,0.56097561,0.448275862,0.620689655
E02004157,0.76744186,0.757575758,0.8125,0.857142857
E02004158,0.584269663,0.441558442,0.391891892,0.534482759
E02004159,0.61682243,0.677419355,0.682242991,0.696969697
E02004160,0.606382979,0.486486486,0.557142857,0.591549296
E02004161,0.523809524,0.367924528,0.375,0.494845361
E02004162,0.777777778,0.532258065,0.642857143,0.65625
E02004163,0.5625,0.52173913,0.588235294,0.662337662
E02004164,0.660714286,0.68627451,0.75,0.78
E02004165,0.592592593,0.593023256,0.524390244,0.666666667
E02004166,0.858974359,0.734939759,0.77027027,0.850746269
E02004167,0.526315789,0.493670886,0.402173913,0.352941176
E02004168,0.462686567,0.483333333,0.542372881,0.571428571
E02004169,0.739130435,0.722891566,0.718446602,0.7875
E02004170,0.597222222,0.569620253,0.626506024,0.742857143
E02004171,0.707317073,0.679487179,0.691358025,0.822222222
E02004172,0.675675676,0.583333333,0.563636364,0.657534247
E02004173,0.706666667,0.739726027,0.62195122,0.791044776
E02004174,0.590909091,0.614285714,0.44047619,0.676056338
E02004175,0.616666667,0.285714286,0.391304348,0.5
E02004176,0.48,0.307692308,0.527272727,0.509803922
E02004177,0.573333333,0.376811594,0.558441558,0.547945205
E02004178,0.64516129,0.658536585,0.641509434,0.75
E02004179,0.466666667,0.56,0.585106383,0.719512195
E02004180,0.593220339,0.507246377,0.617021277,0.703125
E02004181,0.577464789,0.378787879,0.321428571,0.546875
E02004182,0.430769231,0.4,0.46969697,0.605633803
E02004183,0.661016949,0.509803922,0.509433962,0.512820513
E02004184,0.527559055,0.46031746,0.477477477,0.441860465
E02004185,0.465517241,0.520833333,0.68,0.553191489
E02004186,0.636363636,0.536082474,0.561797753,0.597402597
E02004187,0.51,0.493333333,0.517857143,0.692307692
E02004188,0.584415584,0.625,0.606060606,0.737704918
E02004189,0.607142857,0.5,0.62962963,0.681818182
E02004190,0.779816514,0.642857143,0.6875,0.701492537
E02004191,0.612903226,0.576086957,0.676470588,0.653333333
E02004192,0.62962963,0.594594595,0.625,0.651162791
E02004193,0.74251497,0.580110497,0.662251656,0.722580645
E02004194,0.592592593,0.610169492,0.75,0.678571429
E02004195,0.465116279,0.413793103,0.37254902,0.564102564
E02004196,0.782051282,0.727272727,0.803921569,0.766233766
E02004197,0.823529412,0.653846154,0.714285714,0.894736842
E02004198,0.684931507,0.56043956,0.643835616,0.733333333
E02004199,0.608695652,0.702702703,0.836734694,0.829787234
E02004200,0.745762712,0.658536585,0.9,0.780487805
E02004201,0.736842105,0.675,0.588235294,0.717948718
E02004202,0.628571429,0.635135135,0.571428571,0.705882353
E02004203,0.75,0.736842105,0.672413793,0.777777778
E02004204,0.59375,0.623529412,0.644230769,0.673076923
E02004205,0.6,0.5625,0.428571429,0.611111111
E02004206,0.392857143,0.431818182,0.27027027,0.5
E02004207,0.661764706,0.590163934,0.585714286,0.576271186
E02004208,0.709090909,0.636363636,0.555555556,0.727272727
E02004209,0.504273504,0.4,0.444444444,0.461538462
E02004210,0.452054795,0.5,0.416666667,0.590163934
E02004211,0.717391304,0.75,0.545454545,0.647058824
E02004212,0.459016393,0.459016393,0.532258065,0.7
E02004213,0.644067797,0.64,0.581818182,0.644067797
E02004214,0.468085106,0.553571429,0.295454545,0.490566038
E02004215,0.536231884,0.64516129,0.553571429,0.491803279
E02004216,0.465517241,0.516666667,0.553191489,0.666666667
E02004217,0.56626506,0.533333333,0.476744186,0.589041096
E02004218,0.583333333,0.659090909,0.534883721,0.578947368
E02004219,0.677419355,0.583333333,0.705882353,0.769230769
E02004220,0.645833333,0.513513514,0.593220339,0.619047619
E02004221,0.545454545,0.619047619,0.567567568,0.604651163
E02004222,0.434782609,0.596491228,0.612903226,0.596491228
E02004223,0.386904762,0.363636364,0.507042254,0.459677419
E02004224,0.5,0.519230769,0.525,0.607843137
E02004225,0.492753623,0.564516129,0.516129032,0.658536585
E02004226,0.515151515,0.650793651,0.612903226,0.590909091
E02004227,0.660194175,0.544444444,0.538461538,0.641025641
E02004228,0.492537313,0.53125,0.596153846,0.568627451
E02004229,0.651685393,0.666666667,0.655172414,0.725
E02004230,0.620689655,0.666666667,0.586666667,0.642857143
E02004231,0.690909091,0.48,0.775510204,0.618181818
E02004232,0.714285714,0.533333333,0.68,0.673469388
E02004233,0.558333333,0.579545455,0.482352941,0.766233766
E02004234,0.568181818,0.414634146,0.547619048,0.605263158
E02004235,0.583333333,0.588235294,0.526315789,0.566666667
E02006840,,,,
TOWN01,0.56626506,0.533333333,0.476744186,0.589041096
TOWN02,0.568181818,0.646341463,0.606060606,0.609375
TOWN03,0.5583174,0.476653696,0.50862069,0.551148225
TOWN04,0.463888889,0.471976401,0.554597701,0.553191489
TOWN05,0.51754386,0.585858586,0.639344262,0.728971963
TOWN06,0.654008439,0.650246305,0.538461538,0.706161137
TOWN07,0.725806452,0.661478599,0.711538462,0.802469136
TOWN08,0.518518519,0.517241379,0.522222222,0.644736842
TOWN09,0.51048951,0.504,0.396946565,0.543046358
TOWN10,0.612176814,0.555370525,0.576856649,0.643688451
TOWN11,0.549898167,0.641083521,0.553846154,0.680761099
TOWN12,0.5,0.633027523,0.540540541,0.6015625
TOWN13,0.594117647,0.538961039,0.557692308,0.612403101
TOWN14,0.510416667,0.514792899,0.592592593,0.59375
TOWN15,0.592964824,0.373626374,0.490654206,0.56185567
TOWN16,0.74852071,0.628742515,0.68989547,0.736156352
TOWN17,0.653658537,0.604519774,0.752941176,0.773584906
TOWN18,#,#,0.416666667,#
TOWN19,0.688888889,0.70212766,0.622222222,0.787878788
TOWN20,0.572569907,0.563583815,0.55,0.606707317
TOWN21,0.659003831,0.636363636,0.663900415,0.675105485
TOWN22,0.705882353,0.627906977,0.774193548,0.736040609
TOWN23,0.583333333,0.623762376,0.59,0.73
TOWN24,0.627586207,0.620437956,0.671328671,0.659259259
TOWN25,0.541935484,0.536363636,0.58,0.72173913
TOWN26,0.570247934,0.50862069,0.54040404,0.686813187
TOWN27,0.60130719,0.584415584,0.5,0.662337662
TOWN28,0.59375,0.596256684,0.560096154,0.637640449
TOWN29,0.683035714,0.578947368,0.681318681,0.65408805
DIV1,0.668874172,0.543624161,0.595041322,0.634146341
DIV2,0.610687023,0.553571429,0.547008547,0.663551402
DIV3,0.526315789,0.633802817,0.538461538,0.607142857
DIV4,0.513333333,0.387755102,0.413043478,0.55704698
DIV5,0.569767442,0.48447205,0.486486486,0.467532468
DIV6,0.672727273,0.62962963,0.636363636,0.714285714
DIV7,0.418300654,0.48447205,0.551724138,0.554744526
DIV8,0.414414414,0.384615385,0.515151515,0.484210526
DIV9,0.717557252,0.614678899,0.658730159,0.63963964
DIV10,0.51754386,0.585858586,0.639344262,0.728971963
DIV11,0.623762376,0.628318584,0.733944954,0.554455446
DIV12,0.590604027,0.689655172,0.611111111,0.711864407
DIV13,0.642201835,0.598039216,0.652173913,0.707070707
DIV14,0.552631579,0.385321101,0.509090909,0.618644068
DIV15,0.62,0.56779661,0.5,0.642335766
DIV16,0.717391304,0.753968254,0.625,0.825
DIV17,0.641666667,0.609375,0.666666667,0.784615385
DIV18,0.556701031,0.515151515,0.494949495,0.609756098
DIV19,0.507936508,0.509259259,0.380165289,0.559701493
DIV20,0.650793651,0.586956522,0.724637681,0.771929825
DIV21,0.666666667,0.630434783,0.558441558,0.697674419
DIV22,0.618181818,0.679245283,0.6,0.70754717
DIV23,0.512747875,0.636363636,0.537313433,0.676217765
DIV24,0.562091503,0.470588235,0.448051948,0.5703125
DIV25,0.522988506,0.535211268,0.597122302,0.575539568
DIV26,0.555555556,0.513513514,0.631578947,0.582417582
DIV27,0.709677419,0.648351648,0.69047619,0.691056911
DIV28,0.66025641,0.564885496,0.537313433,0.608333333
DIV29,0.594117647,0.538961039,0.557692308,0.612403101
DIV30,0.592592593,0.336,0.479452055,0.526315789
DIV31,0.695652174,0.666666667,0.582278481,0.657534247
DIV32,0.74251497,0.580110497,0.662251656,0.722580645
DIV33,0.655462185,0.6015625,0.721311475,0.775700935
DIV34,0.530120482,0.484848485,0.460526316,0.529850746
DIV35,0.473684211,0.519379845,0.484375,0.563380282
DIV36,0.503703704,0.571428571,0.514563107,0.576923077
DIV37,0.604938272,0.569620253,0.583333333,0.611764706
DIV38,0.654411765,0.607407407,0.624,0.655462185
DIV39,0.704697987,0.62345679,0.744827586,0.746575342
DIV40,0.562962963,0.481481481,0.592857143,0.62987013
DIV41,0.690140845,0.663265306,0.818181818,0.76146789
DIV42,0.593984962,0.627118644,0.603603604,0.752212389
DIV43,0.647540984,0.617391304,0.663793103,0.663865546
DIV44,0.805970149,0.653465347,0.724409449,0.765957447
DIV45,0.5,0.554347826,0.483870968,0.677419355
DIV46,0.666666667,0.555555556,0.540540541,0.720930233
DIV47,0.666666667,0.703296703,0.607594937,0.78313253
DIV48,0.558333333,0.579545455,0.482352941,0.766233766
DIV49,0.5625,0.565217391,0.486111111,0.666666667
DIV50,0.547945205,0.555555556,0.476190476,0.553333333
DIV51,0.571428571,0.5,0.584745763,0.601941748
DIV52,0.503703704,0.608,0.564516129,0.628378378
DIV53,0.619402985,0.580152672,0.693877551,0.638095238
DIV54,0.646464646,0.561797753,0.67961165,0.680672269
DIV55,0.630434783,0.616161616,0.745454545,0.696629213
DIV56,0.782608696,0.754601227,0.76,0.827067669
DIV57,0.49375,0.475308642,0.490196078,0.552238806
DIV58,0.54,0.468468468,0.566666667,0.5875
CHSCTAXE,0.597733711,0.628125,0.628654971,0.672240803
CHSCTBARNSTAPLE,0.558194774,0.462287105,0.482758621,0.5475
CHSCTBIDEFORD,0.480812641,0.489411765,0.571084337,0.563307494
CHSCTBRAUNTON,0.555900621,0.433447099,0.540229885,0.608280255
CHSCTCREDITON,0.663829787,0.629834254,0.530805687,0.69035533
CHSCTCULLOMPTON,0.703363914,0.670769231,0.703030303,0.778877888
CHSCTDAWLISH,0.555147059,0.566037736,0.454545455,0.612676056
CHSCTEXETERCHALL,0.627760252,0.543446244,0.578861789,0.63132137
CHSCTEXETERSYCAMORE,0.598526703,0.54368932,0.572778828,0.64950495
CHSCTEXMOUTH,0.549898167,0.641083521,0.553846154,0.680761099
CHSCTHONITON,0.601671309,0.589385475,0.687116564,0.680722892
CHSCTIVYBRIDGE,0.75331565,0.630555556,0.684375,0.732732733
CHSCTKINGSBRIDGE,0.653658537,0.604519774,0.752941176,0.773584906
CHSCTNABBOT,0.575671853,0.553125,0.538585209,0.597402597
CHSCTOKE,0.654237288,0.644268775,0.661654135,0.677042802
CHSCTSMOLTON,0.544502618,0.539007092,0.598870056,0.730263158
CHSCTTAVISTOCK,0.582995951,0.533057851,0.54245283,0.702702703
CHSCTTEIGN,0.613496933,0.554744526,0.573248408,0.637795276
CHSCTTIVERTON,0.58630137,0.601078167,0.558312655,0.63583815
CHSCTTORRINGTON,0.558139535,0.567857143,0.547038328,0.59352518
CHSCTTOTNES,0.576923077,0.561797753,0.603174603,0.638418079
Eastern,,,,
Northern,,,,
Southern,,,,
Western,,,,
