Area,2014,2015,2016
E02004201,0.008232405,0.010034576,0.011027035
E02004202,0.009157839,0.009157839,0.008945487
E02004203,0.009542516,0.007122737,0.008356959
E02004204,0.007123976,0.005700603,0.006407278
E02004205,0.008559893,0.007805195,0.008041281
E02004206,0.011647545,0.010351035,0.011117049
E02004207,0.00775106,0.008480108,0.007639437
E02004208,0.00678144,0.00686921,0.007447196
E02004209,0.007555089,0.006411927,0.006649104
E02004210,0.011933894,0.01092249,0.010128037
E02004211,0.008757669,0.009692681,0.009816747
E02004212,0.010156624,0.010095571,0.009971944
E02004213,0.010643036,0.009158788,0.008586559
E02004214,0.011028223,0.009963546,0.010738904
E02004215,0.012005046,0.011786709,0.01072454
E02004216,0.014193309,0.013562819,0.013490047
E02004217,0.010398723,0.008482758,0.009578649
E02004218,0.010378025,0.010900465,0.011672028
E02004219,0.007950365,0.00699485,0.006039471
E02004220,0.011994281,0.010291805,0.010172359
E02004221,0.013893238,0.011268479,0.012230785
E02004222,0.009536543,0.009021905,0.00870963
E02004223,0.007383141,0.006484438,0.006526008
E02004224,0.008337198,0.00798248,0.008673199
E02004225,0.010359179,0.009113406,0.008050622
E02004226,0.009687206,0.008311243,0.008511765
E02004227,0.008248237,0.007298161,0.007443553
E02004228,0.007569054,0.007246184,0.006409004
E02004229,0.009501678,0.008076189,0.0082645
E02004230,0.009872446,0.008761863,0.009091339
E02004231,0.010154042,0.008869005,0.009082506
E02004232,0.009178608,0.007488388,0.006623814
E02004233,0.007258075,0.005416836,0.005970049
E02004234,0.00872505,0.009139753,0.00872505
E02004235,0.009387891,0.008583324,0.008075354
E02006840,,,
TOWN01,0.010398723,0.008482758,0.009578649
TOWN02,0.00751001,0.005871252,0.005748668
TOWN03,0.003570031,0.003176007,0.003152989
TOWN04,0.004032949,0.003549116,0.003583869
TOWN05,0.00504899,0.004606996,0.003968191
TOWN06,0.00509889,0.004504643,0.004646253
TOWN07,0.004466501,0.004122761,0.003948305
TOWN08,0.008088561,0.006967739,0.006497623
TOWN09,0.006592977,0.00574842,0.006164084
TOWN10,0.001780714,0.001551619,0.00151088
TOWN11,0.003598266,0.003053664,0.002861472
TOWN12,0.007445882,0.00642622,0.005895083
TOWN13,0.005587938,0.005033981,0.004934135
TOWN14,0.006545149,0.005287279,0.005600107
TOWN15,0.006006092,0.005497849,0.005314656
TOWN16,0.002974727,0.002767279,0.002898961
TOWN17,0.005500342,0.004738351,0.004309466
TOWN18,0.023159248,0.023159248,0.023159248
TOWN19,0.01153503,0.008783133,0.010646458
TOWN20,0.002729498,0.002534618,0.002526017
TOWN21,0.004883532,0.004148698,0.004357492
TOWN22,0.00551258,0.005066086,0.005272791
TOWN23,0.008510945,0.006505456,0.007130125
TOWN24,0.008014318,0.006711448,0.005527582
TOWN25,0.006967701,0.006040504,0.006069515
TOWN26,0.004348384,0.003627028,0.003595356
TOWN27,0.005829848,0.00559837,0.005524682
TOWN28,0.004050928,0.003361605,0.003460104
TOWN29,0.005012091,0.004456295,0.004567825
DIV1,0.006547218,0.005154252,0.005061211
DIV2,0.007172198,0.006036009,0.006424124
DIV3,0.008466889,0.006577593,0.006343768
DIV4,0.007303916,0.006400774,0.006322719
DIV5,0.007193882,0.006332302,0.006536608
DIV6,0.004763783,0.004544454,0.004311133
DIV7,0.006589741,0.005845312,0.005940236
DIV8,0.00723788,0.006704648,0.006667153
DIV9,0.005506905,0.005602375,0.005309527
DIV10,0.00504899,0.004606996,0.003968191
DIV11,0.008657217,0.008162182,0.008600964
DIV12,0.00617581,0.00465823,0.005398396
DIV13,0.006988158,0.00604905,0.006743783
DIV14,0.006231144,0.005876317,0.004725752
DIV15,0.00643757,0.006232432,0.00601836
DIV16,0.006306735,0.004788505,0.005459081
DIV17,0.006641272,0.006212834,0.006009858
DIV18,0.006835859,0.005732291,0.005423001
DIV19,0.006749355,0.006039092,0.006377057
DIV20,0.002326235,0.002022089,0.002135275
DIV21,0.007575129,0.008004633,0.008079549
DIV22,0.008476241,0.007313586,0.00623026
DIV23,0.004257363,0.003555873,0.003427856
DIV24,0.007473059,0.006470002,0.006173431
DIV25,0.006852392,0.005870086,0.006242032
DIV26,0.00676461,0.006716617,0.005706234
DIV27,0.007153577,0.005907507,0.006266053
DIV28,0.0072892,0.006378964,0.00586231
DIV29,0.005587938,0.005033981,0.004934135
DIV30,0.007854905,0.007321288,0.007244474
DIV31,0.006228924,0.006438321,0.006639476
DIV32,0.0054488,0.004993576,0.005534358
DIV33,0.00687663,0.006013706,0.005357389
DIV34,0.006108321,0.005188852,0.005314677
DIV35,0.007425037,0.007132694,0.007132694
DIV36,0.008138104,0.007684971,0.007581562
DIV37,0.008739856,0.007238151,0.00748384
DIV38,0.006688027,0.005758918,0.005758918
DIV39,0.006136466,0.005836617,0.005625553
DIV40,0.008143172,0.007216743,0.007169206
DIV41,0.006195774,0.005569426,0.00507204
DIV42,0.008013615,0.005834678,0.006433274
DIV43,0.008856492,0.007322341,0.006199226
DIV44,0.006145583,0.006185207,0.006491373
DIV45,0.008003425,0.006906407,0.007130918
DIV46,0.006758179,0.006091494,0.0059043
DIV47,0.00330229,0.002761344,0.002679469
DIV48,0.007258075,0.005416836,0.005970049
DIV49,0.006608402,0.006187616,0.006023082
DIV50,0.006564433,0.005389029,0.005680904
DIV51,0.008168178,0.006869011,0.006729193
DIV52,0.006870868,0.005942077,0.005588557
DIV53,0.007206116,0.00607058,0.006206185
DIV54,0.008249606,0.007396231,0.007021893
DIV55,0.007471306,0.006222882,0.006264171
DIV56,0.00573225,0.005148254,0.005210314
DIV57,0.007875047,0.006773735,0.00662205
DIV58,0.005948206,0.005813144,0.005382399
CHSCTAXE,0.004470736,0.003543348,0.003322252
CHSCTBARNSTAPLE,0.004099821,0.003597409,0.003647088
CHSCTBIDEFORD,0.003685975,0.003297545,0.003216833
CHSCTBRAUNTON,0.00388446,0.003549444,0.003337337
CHSCTCREDITON,0.004973858,0.004551258,0.004634118
CHSCTCULLOMPTON,0.003921286,0.003479733,0.003360398
CHSCTDAWLISH,0.004265206,0.004016993,0.004033572
CHSCTEXETERCHALL,0.003219267,0.002903257,0.002758421
CHSCTEXETERSYCAMORE,0.002142692,0.001822724,0.00182625
CHSCTEXMOUTH,0.003598266,0.003053664,0.002861472
CHSCTHONITON,0.004326534,0.003622399,0.003827247
CHSCTIVYBRIDGE,0.003193047,0.00299319,0.003232866
CHSCTKINGSBRIDGE,0.005500342,0.004738351,0.004309466
CHSCTNABBOT,0.002868159,0.002642311,0.002633158
CHSCTOKE,0.004693619,0.004016236,0.004166507
CHSCTSMOLTON,0.006123114,0.005302005,0.005486696
CHSCTTAVISTOCK,0.003687849,0.003037452,0.00302849
CHSCTTEIGN,0.006173684,0.005353247,0.005781664
CHSCTTIVERTON,0.004224853,0.0034595,0.003584961
CHSCTTORRINGTON,0.004057292,0.003566233,0.003469697
CHSCTTOTNES,0.005314348,0.004465016,0.004417216
Eastern,0.001179033,0.001005109,0.000990771
Northern,0.001826535,0.001615552,0.001589398
Southern,0.001931443,0.001749812,0.001753146
Western,0.002258981,0.001959106,0.001996543
