Area,2004-2008,2005-2009,2006-2010,2007-2011,2008-2012,2009-2013,2010-2014,2011-2015,2012-2016
E01015061,10.29061433,10.28526395,10.00023844,10.25837374,9.434694342,9.425874422,9.16363467,9.20246236,9.32993153
E01015062,5.496857996,5.378109944,5.039437746,4.92931221,4.603587458,4.320164353,4.212306525,4.248864707,4.124700804
E01015063,11.49383309,11.86936002,12.26958112,12.84951439,13.0779794,13.47089918,13.12084879,13.46603525,12.94681087
E01015064,10.46603299,9.690366311,10.1925915,10.54530153,10.62372881,10.73102232,10.76413231,10.88177874,11.03528104
E01015065,12.61111527,12.56451807,13.16453155,12.92101902,13.64563741,14.92299035,15.44838397,14.90202923,15.12553621
E01015066,9.170519387,9.864188548,9.998680988,10.35290926,10.51208388,11.13853088,11.23286826,11.32758039,12.15964345
E01015067,9.952242394,10.13098918,10.5144303,11.26434152,11.84547068,12.56825661,13.18410331,13.49593594,12.88664692
E01015068,10.41520593,11.06143225,10.91267097,11.06242464,10.88535372,11.63805837,11.63788938,11.68207575,11.80592167
E01015069,10.82269193,11.17592258,11.37021885,11.44975715,11.98317797,12.37686646,12.29880701,12.17285325,12.13862766
E01015070,8.781427007,9.118470253,9.298203359,9.465046598,9.630386199,9.547708429,9.351161372,9.275562744,9.201709489
E01015071,11.33273152,11.18501662,11.36258877,12.55210055,12.54173803,13.15564076,13.99551772,13.93099012,13.14359145
E01015072,11.00256466,11.46683294,11.79004863,12.07187012,12.14386803,12.3322883,12.12662699,12.40534239,12.14475344
E01015073,11.7147785,12.03019491,12.66283063,13.65306344,13.51938443,13.95721634,14.48289498,14.62713617,13.90925987
E01015074,11.40975729,11.57784519,11.52947584,11.54492787,11.93172965,11.90387612,12.60844428,12.99906023,13.66654457
E01015075,10.70241608,10.49751802,11.34634796,11.77477632,12.09573956,12.17230561,12.93661125,12.61253698,13.10813753
E01015076,10.89092095,10.33142341,10.87933825,11.31566735,11.88513306,11.76760634,11.95672543,12.50506253,12.58567981
E01015077,11.05649135,11.42024374,11.90433459,12.01908896,12.20504134,12.56287477,12.31143404,12.30771701,11.752991
E01015078,12.09557102,12.37206537,12.66099387,12.40764099,11.92036619,11.74769825,12.86088556,13.14591063,13.31363319
E01015079,13.92541083,14.43753595,14.00274699,13.81205769,13.82082154,13.51076508,12.37903348,12.66051134,12.96876167
E01015080,12.50036966,12.52795359,12.32371088,12.38816506,12.72514508,12.78194937,12.91580192,13.86483649,14.51221017
E01015081,11.02059438,11.16422728,11.068701,10.83530844,11.30958345,11.65994076,12.08374431,12.37518647,12.24268007
E01015082,12.79168236,12.85238268,12.85576972,12.63470203,12.6449149,12.79491759,12.84901064,12.67665238,13.18302917
E01015083,12.27223489,12.45118465,12.59879527,13.06835889,13.54727838,13.68923669,13.70989455,13.91795692,13.52083365
E01015084,12.16707329,13.00503277,13.274621,13.61515757,13.94963611,13.07496735,12.44912316,12.7736702,12.34870191
E01015085,11.72278105,12.24218835,12.1913089,11.95681674,12.36518058,11.97047098,12.06944908,12.01004819,12.73201919
E01015086,11.30959115,12.06392364,12.8392506,13.74002402,15.38251874,15.74213679,15.52307646,15.09044016,14.82193704
E01015087,11.37840033,11.5115551,12.03826175,11.39935887,11.59820739,11.76789796,11.49405528,11.09435962,11.59286215
E01015088,10.88141332,10.99052422,11.25845471,11.5862437,11.73327088,12.03223815,12.23626873,11.95356985,11.80598546
E01015089,11.59082328,11.53015076,11.9600973,12.41213244,12.9935205,13.40181268,13.02043804,12.86881977,13.17698828
E01015090,9.997644606,9.761926634,10.76500378,11.73338989,12.65498396,13.61334665,14.34319544,14.4412756,13.41756811
E01015091,10.99482717,11.05237306,12.61574396,12.71965516,12.35213755,12.16762766,12.77332037,11.69292763,11.54904506
E01015092,6.149379242,5.837565675,5.902524591,6.370808036,6.642579657,6.459375159,6.361757792,6.223722836,6.474579051
E01015093,12.4648487,12.42551163,12.93424511,13.25400409,13.57593044,14.00528002,14.27068269,14.60024538,14.68486207
E01015094,10.90335287,11.85126804,11.90343385,12.33574808,12.75813424,13.1518997,13.26715631,13.50382723,13.23354519
E01015095,12.89283729,13.12441571,13.70394883,14.21062594,14.65424601,14.72453798,14.69973316,14.59260584,14.78691711
E01015096,11.60771263,11.51837338,11.25173993,11.24962039,10.80273515,10.12079789,9.985409504,10.27469088,10.13364988
E01015097,12.82964307,12.68710357,12.64162343,14.37803467,15.28432826,16.11603639,15.70030388,15.83840257,14.35386359
E01015098,11.04111923,11.24222349,11.11925817,10.98358584,10.77329301,10.68159894,10.58415871,10.03825924,10.07716512
E01015099,8.512502235,8.685730128,9.251538823,9.23529685,9.465792853,9.854118778,9.81582348,9.823114401,10.35529916
E01015100,9.613822173,9.280784665,9.016034972,9.132931396,9.251171166,9.345822089,9.389433411,9.215866404,8.667395879
E01015101,12.82394246,12.21068064,12.47286296,12.09597994,11.80582524,11.86029004,12.2948284,12.10136864,12.48259333
E01015102,10.33423801,10.83373119,10.91084303,10.71244282,10.33917238,10.5952079,10.37259825,10.43545797,10.62835123
E01015103,9.8331883,9.952820153,10.27800755,10.52700358,10.95764229,11.37002275,11.56720054,12.0150159,12.01391553
E01015104,9.522754774,9.385206909,10.14300554,10.50360426,10.66360047,11.12884245,11.19787901,10.84868678,10.91771735
E01015105,10.34605991,10.62625192,10.76262523,11.30308618,11.94573975,12.60933459,12.70933281,12.83610913,12.16594878
E01015106,12.03813528,10.72512415,11.04611375,10.55974964,11.35289206,11.38232578,13.45191012,13.60077232,14.34080535
E01015107,9.984734834,10.17538158,10.64479719,10.88683245,11.17941378,11.72042538,11.9671843,11.97700424,12.08414944
E01015108,11.54766566,11.52906818,11.41051397,11.50682026,12.00668193,12.15264436,12.31517417,12.45827156,12.48879754
E01015109,9.723715234,10.11389071,10.13192699,10.43117123,10.49134529,10.66092778,10.60162152,11.24772137,11.36909481
E01015110,9.820483786,9.501464856,10.24101428,11.10543407,11.95736108,11.94815983,12.51554539,12.15599111,11.75721774
E01015111,10.75070401,10.28177497,10.36712284,10.57207292,10.61348577,10.71759793,11.23095821,11.03259727,10.93712864
E01015112,11.91531033,11.88264075,12.37520505,11.89079135,11.23552992,12.10227207,12.64695845,12.3669424,12.40929125
E01015113,11.56922169,11.70120095,12.63462903,12.69384616,12.17564921,11.87206176,12.21097054,11.29845826,10.8289589
E01015114,12.00111565,11.74638288,12.1130048,12.00843045,11.55992773,11.25101596,11.82471447,11.40064415,12.03325902
E01015115,9.970443647,10.53498372,11.06068047,11.6632629,12.76263179,13.38525491,13.57934987,14.72767964,15.46461171
E01015116,10.76020572,11.70525667,11.59043067,11.83388432,13.04588704,12.94737621,12.88930537,13.2997354,12.79709165
E01015117,8.338634815,9.235102877,9.925302126,9.993792265,11.27946455,11.8628958,11.36234107,11.28748628,11.57546745
E01015118,11.98343581,12.09429753,11.90965066,11.74735813,11.51514962,11.2699388,10.5381257,10.67532129,10.58949381
E01015119,8.517723315,9.173264399,9.295237828,9.714913729,10.11023612,10.26139682,9.801334485,10.36982797,10.36660118
E01015120,11.15809654,11.04374188,11.72212032,11.55295531,11.39965984,10.40326049,9.97278978,9.129217032,8.927563399
E01015121,9.690366311,9.690366311,10.15178713,10.06624675,10.29004783,10.80029752,10.84653015,10.89325242,11.27983887
E01015122,9.06720169,9.718269756,10.30760041,10.26329405,10.16351194,10.61884875,10.59164603,10.73556439,11.15937619
E01015123,11.54604358,13.03201199,12.88378494,13.07052156,13.13502322,13.36238133,12.36519575,12.51719637,12.26962061
E01015124,11.10220925,11.55092893,12.25980654,12.20110601,12.56996821,12.29565956,12.28184611,12.73612168,12.48745123
E01015125,9.602025187,10.88395652,11.29463257,11.47929619,11.67329674,11.69662749,11.03195394,11.50515,11.9512352
E01015126,12.85162287,13.26464983,13.24506386,13.51117607,13.43184997,11.58620905,11.61377765,12.3308299,12.61509947
E01015127,9.088582705,9.087387609,9.072017762,9.18474135,8.957255939,9.910193943,10.23265676,10.97239379,11.03585966
E01015128,10.06390387,10.18349751,10.68524805,10.72192802,10.85164281,11.41129156,12.04540306,12.58601731,12.44834512
E01015129,11.11990681,11.55954716,11.85372541,11.97700424,12.40521366,12.16721766,11.84020771,12.00779677,12.06431855
E01015130,10.67466181,10.89936695,11.14666099,11.59124135,11.99799242,12.40525533,12.53464831,12.93346672,12.33425478
E01015131,13.66053058,12.95269561,12.82266045,12.38129298,11.14391334,11.3604391,11.42350667,11.08461177,11.01961402
E01015132,10.53073313,10.51678597,11.44816214,11.66874583,12.76193553,13.56529423,13.89043756,13.92302898,13.99457157
E01015133,9.609499457,9.13415146,10.08501596,11.48367684,11.57086429,12.0590468,13.3375501,13.7866456,12.99889844
E01015134,10.71400189,10.89294954,11.30700601,12.12739183,12.86108985,12.62855549,12.60026713,13.05051735,12.89249988
E01015135,10.825302,11.37032999,12.17598467,12.18160411,11.88868396,11.85087702,11.64984802,11.64836122,11.82396664
E01015136,11.7232766,10.92945992,10.7812574,10.16159663,9.944275992,9.868970195,10.09144129,11.37132722,11.27352936
E01015137,10.74025524,11.28869051,11.2941768,11.93319348,12.21422254,12.60856864,12.50690381,12.39379652,12.77933024
E01015138,10.27352005,10.49356531,11.18901948,11.77187115,12.92640041,13.88766447,14.66382985,14.51452681,14.58864583
E01015139,11.23047559,11.54334342,11.07288264,11.15590574,12.57682121,12.95398874,13.66113596,14.22189591,15.02966594
E01015140,14.06638759,14.19114515,14.06815662,14.58297203,15.17970962,15.25975062,16.30065127,16.77051868,16.44915796
E01015141,10.25454893,11.07278211,11.62805331,11.98812956,12.151522,12.61228704,11.83407568,11.59828541,11.99462459
E01015142,12.03317686,12.4187242,12.86418912,12.85877545,13.09319466,13.43485968,14.07169698,14.99395976,15.17630769
E01015143,11.95598782,12.16395978,12.93861616,13.14564786,14.07899795,14.01871086,14.55185208,14.57681076,14.01708067
E01015144,12.59752448,12.7786981,12.76116829,12.97938514,12.91829374,12.441456,12.34529676,11.58934179,11.24123363
E01015145,12.89182041,12.69826022,12.78852975,12.76969514,12.67426036,12.72508659,12.46272254,11.81563647,11.37915786
E01015146,9.758396671,9.691179956,9.96566323,10.39282655,10.43071101,10.53725791,10.56950195,10.80481492,10.25889228
E01015147,9.860886191,10.35473134,10.44822383,12.01274963,12.80834627,13.64798004,13.6323337,14.36741848,14.67357963
E01015148,12.04550961,12.96111321,13.0033314,12.64438363,12.58252737,12.3861048,11.85675282,11.89342516,12.51448233
E01015149,10.37992902,10.42372058,10.63883837,11.3591472,11.90772018,12.18449063,12.86549793,13.35504909,13.12506446
E01015150,11.20100124,11.89736222,11.99220072,12.52064027,13.67963628,14.1501691,14.41511609,14.31026782,13.65995808
E01015151,7.731673231,7.615411801,7.509243038,7.88780009,8.172410279,8.358638125,8.298275199,8.411210318,8.32887105
E01015152,10.20770453,9.171650697,9.926744938,10.19549417,10.76206608,10.82063888,11.36968079,11.15957124,11.09656546
E01015153,10.5281951,10.83805878,11.34156587,11.39680416,11.34782679,11.29829234,11.60698167,11.40263513,10.98556657
E01015155,11.59301176,12.08650033,12.37359602,12.48757913,12.86372408,12.51688776,11.86643549,11.64651769,11.58453542
E01015156,11.20426795,11.30699467,11.17798149,11.49715275,11.61797362,11.91712766,11.65985634,11.03176827,10.89375687
E01015157,12.45213882,11.84679718,11.3164493,10.59262401,9.456036409,8.883750928,8.533879286,8.395010872,8.605021023
E01015158,8.18998053,8.394380777,8.594381223,8.863777197,9.03062592,8.974086351,8.936952694,8.986961429,8.672389023
E01015159,12.90735884,12.96037118,12.44256006,12.82365046,13.209758,13.6694103,13.45004291,14.01499352,13.93488506
E01015160,10.42139171,11.13543187,11.07646641,12.25226843,12.63312178,13.34973308,13.03116117,12.84853733,12.50593475
E01015161,11.58731999,11.06278471,11.01475121,10.83801428,11.18195503,11.38826407,11.32042318,11.73838339,12.13286413
E01015162,12.42760692,13.08073109,13.13702435,13.25843385,13.88134469,13.40201128,12.54713597,12.98180171,12.67867039
E01015163,11.96825722,12.16252171,13.07231616,13.04714731,11.86677451,12.22081552,12.33341882,11.77736191,11.97938315
E01015164,12.05468437,12.10566245,12.13288863,11.89463997,12.093594,12.04038263,12.00263725,11.60584358,11.41690187
E01015165,10.80284146,10.99864272,11.25191381,11.35523124,11.0384673,11.40727516,11.06107769,11.04679857,10.61797144
E01015166,10.97887929,11.07719601,12.46916311,12.48361745,12.88714062,12.83425331,12.25760646,11.42651963,11.03984032
E01015167,10.91437494,11.61531433,12.13431251,12.14095135,12.45918677,12.43823976,12.3287022,11.81972985,11.8491796
E01015168,10.47075752,10.80729736,11.00050811,10.55990571,10.65377836,10.90968725,10.66594184,10.73147399,11.14229853
E01015169,8.320569337,7.62631257,7.896783066,7.94523946,7.058940154,6.943016325,7.052489836,6.951351376,7.000568565
E01015170,12.74567301,12.58097953,12.86080011,12.83881699,13.1912685,12.97002465,13.25525155,12.99467414,13.33999775
E01015171,9.748225724,10.9583878,11.14793749,11.07262125,11.88125106,11.42254866,10.3338384,10.55973106,10.69646333
E01015172,11.04750148,10.49540346,10.57645326,10.49222704,9.799961655,9.259383958,8.958157376,8.526442279,8.245203084
E01015173,9.602556065,9.920118006,10.12624342,10.10961653,10.57487491,10.32298149,10.15173508,10.19505181,10.43381142
E01015174,10.06373138,10.62643417,10.34699982,10.28031275,10.22726953,9.698662883,9.322994825,9.121365363,9.487681203
E01015175,8.153521088,8.136104246,7.786867056,7.506049442,7.684483811,7.418333671,7.285911325,7.705465845,7.879315052
E01015176,11.05576286,11.38927439,11.53503977,11.70927454,12.52025029,13.08163282,12.95748279,12.97058274,12.29481607
E01015177,9.723559635,9.678268954,9.944625226,9.631915393,9.497330604,8.833534785,8.680331203,8.463405434,8.972985825
E01015178,6.699996643,6.664277217,6.204348343,5.862027818,5.866489361,5.789515546,5.617273009,6.006637937,6.135274672
E01015179,7.28678407,7.030236881,7.102236051,7.114127698,6.392733193,6.294902041,6.304768345,6.156101151,5.739217738
E01015180,10.81043132,11.26655707,11.83145047,12.07061416,12.23155925,12.22830693,11.72621477,11.80958261,11.73473724
E01015181,9.805726815,9.131702473,8.825695336,8.745742391,9.11649761,8.921113895,9.265326135,9.356702471,9.277534677
E01015182,10.04367736,10.16794234,9.687831979,9.975212686,10.17201115,10.64274686,10.68141298,11.29170778,10.83644208
E01015183,10.63518572,10.86510585,11.07571973,11.66287312,12.36218535,12.67655907,12.9735249,13.57369371,13.08833762
E01015184,15.5791304,15.40470201,15.91310284,14.73367574,16.22259627,16.66173486,16.13171486,15.18691487,16.30867376
E01015185,11.6514403,11.78090185,12.27339071,13.24992619,13.23204744,14.44263413,14.58727063,15.03487867,14.51684459
E01015186,10.69248344,12.00281631,12.78114949,14.31004793,14.64247669,14.99721686,14.68998896,14.60489243,14.19484985
E01015187,10.88146779,11.49256521,11.65252696,12.22376679,13.79627253,13.76887928,15.0203981,15.96964047,16.35060479
E01015188,10.31885826,11.18091644,12.34385228,13.80308603,14.97314746,16.12894402,15.66587841,15.8821457,15.7936783
E01015189,14.01938252,14.32617817,14.13209905,13.24878896,13.81814037,13.57296686,13.41228313,14.10476357,14.34850715
E01015190,13.47186466,12.70278186,12.00370713,11.61755999,11.34934958,10.78804394,10.19624734,9.804237803,9.815967549
E01015191,9.519163436,10.04798491,11.36633045,11.48786279,11.56858948,12.27544429,12.32285032,11.83566102,12.38341852
E01015192,12.20280675,12.69466149,12.3448043,12.73614075,13.34121762,12.8920495,13.09352577,13.2957871,13.63433916
E01015193,12.37926405,13.07052156,13.60195551,14.03081171,13.87919604,14.50662418,14.72804407,15.35454069,14.96051475
E01015194,10.28338453,10.4759204,10.99545487,12.48843083,12.84900562,12.61073982,12.39864698,12.70830861,12.07544199
E01015195,11.27159548,10.79560256,11.19106183,12.82619418,13.32707928,13.13519549,13.4865015,14.31779498,14.17191164
E01015196,12.23194358,12.6860202,12.28434864,12.69805935,12.57811891,12.44764692,12.34666731,11.94683572,11.91878546
E01015197,10.81664818,10.39864277,10.27830333,11.64147772,12.4512276,12.64684715,13.11400706,12.97984966,12.28012547
E01015198,13.50410713,14.71230187,14.21589568,13.77852609,12.29966128,11.74988573,11.61377765,12.10335638,12.52183788
E01015199,14.04356027,14.38508231,15.31594865,14.2760365,15.16523874,16.44957744,14.96660525,16.67310972,16.61982461
E01015200,13.75478277,12.13725971,12.34485997,11.71130928,12.69278589,13.65984006,14.41644106,15.01618078,15.79983231
E01015201,11.34347326,11.59077389,11.90969552,11.73947698,12.34834739,11.88498669,12.05850458,13.17152784,14.36566432
E01015202,10.75362217,10.43274198,9.837005894,10.95916452,11.6816323,12.86513342,13.63316914,14.46223371,13.62619584
E01015203,15.11736517,14.51249206,13.74515079,14.06240858,14.34529244,14.08317395,14.3823779,14.49243222,14.20693661
E01015204,11.93013035,12.81905774,13.38458577,14.16888149,14.72449697,15.07485637,14.89993892,14.52962676,13.83422888
E01015205,11.90260992,11.56141292,10.87668204,11.11835578,10.82545483,11.20776806,11.53203694,12.99117643,13.944282
E01015206,12.79892218,13.24812262,13.78168636,14.60168396,14.42171937,15.0821779,14.40712233,14.65010134,15.07850693
E01015207,9.74505409,10.32284094,10.38868829,10.92015754,11.3608602,11.84679718,11.80651177,12.39896196,12.27223077
E01015208,12.08186262,12.14005721,11.67801898,11.18091644,12.50738068,12.58489875,13.16302307,13.67479976,13.51368151
E01015209,11.31351995,12.4833502,12.75184654,13.27661469,13.92751327,14.84748389,14.79711551,16.03212719,15.8282864
E01015210,12.02176109,12.26861539,12.14475344,12.39940386,12.04993411,12.12944357,12.62575684,12.70247566,13.11724701
E01015211,12.67564984,12.6548051,13.18848937,12.75856679,12.82113768,12.29723549,12.32309655,12.61327745,13.03205821
E01015212,12.20638076,11.52985377,11.73310722,11.70869306,10.91444087,10.76105965,11.02855607,11.31513073,11.29068237
E01015213,11.25837663,11.16242474,12.09996145,12.90209711,12.85101162,12.97379013,13.17715045,13.25880885,13.30517734
E01015214,11.42577222,12.00667275,12.3059513,12.72649123,13.11729457,13.63216415,13.92698532,14.37594036,14.14533045
E01015215,10.54939683,10.6105362,10.94883584,12.06143098,12.33501242,12.21071676,13.2640328,13.51245471,13.36137949
E01015216,10.78433625,11.32984402,11.74553857,11.33660434,11.63793392,11.97019774,12.47824287,12.91970649,13.61470508
E01015217,13.78837779,13.37043348,13.21882272,13.11439664,13.17438502,13.33222829,13.53815088,13.31985665,13.18153978
E01015218,11.19304394,11.97360898,13.09893373,12.23187495,13.06531172,13.73695332,13.1687336,12.43642486,13.62617891
E01015219,13.2096481,14.4341045,15.06908028,15.87730386,15.79104077,15.26719906,15.22839864,14.90656637,13.79798038
E01015220,11.46535187,11.31388295,10.77198439,11.99231452,12.41202065,13.01282886,13.98627554,14.52941479,14.17425085
E01015221,10.84459176,10.53073313,10.28044609,10.64625557,11.34711905,11.73666079,11.7560624,12.49651011,12.32659248
E01015222,12.35327029,13.00566389,12.69813499,12.74785349,12.94525258,13.70468959,14.08479704,13.86483649,13.73281306
E01015223,9.967092257,9.637714552,8.99574475,9.863687904,10.73047199,10.54034672,10.7483399,11.7901304,12.58672985
E01015224,12.29139774,12.72333384,12.76121764,12.94737621,12.79821505,12.96871087,13.6189709,13.94457748,13.32929302
E01015225,11.37132722,11.64151124,11.63984156,11.06735609,12.31764063,11.98471419,12.12649972,12.39515299,12.65357497
E01015226,14.66654622,14.58471367,14.57350818,14.6358367,14.02835736,13.39973611,14.042105,13.94380454,14.2553782
E01015227,12.14632356,12.28633382,12.40112369,12.30324005,12.39101967,12.73312472,12.85751965,13.5097121,13.65524164
E01015228,15.00914954,14.93655784,13.42746222,13.42096607,13.52545703,13.91763073,13.84298988,15.62747752,15.59585314
E01015229,12.88743957,12.93972485,12.30266325,12.4641326,13.33185592,13.19586219,13.31760455,12.52271726,12.11448971
E01015230,14.34529244,15.51505956,16.2962472,16.51205584,15.97999642,16.17477071,15.32322913,14.49243222,13.48592981
E01015231,13.4758866,13.29607881,13.23715227,13.71791482,14.0689987,14.26830634,14.65535332,14.39450335,14.60189479
E01015232,14.42582407,13.51087229,14.20024399,13.73094751,13.73484613,13.75474429,13.66118687,13.32159251,12.99083699
E01015233,12.71292617,12.17895456,12.27707892,12.13345049,13.04262033,13.86278873,14.31577716,14.87680505,14.9827427
E01015234,13.39347199,14.13409666,14.77254472,15.3817869,14.60943375,14.85050016,14.07288723,14.21882742,13.61599211
E01015235,11.59611084,11.50502972,12.2860055,13.46505771,12.91247089,13.27381039,13.08498961,13.54333674,12.94579925
E01015236,12.99750493,13.01816599,12.76263179,13.10227044,12.8975141,12.88106286,12.82394246,12.95993105,12.37119345
E01015237,10.31915874,10.0392819,10.1025674,10.77223589,11.33413559,11.7736749,12.21825757,13.37140719,13.45026867
E01015238,13.54248273,14.13716172,14.02850937,13.82412496,13.26446668,13.40459699,13.36671335,13.1664426,12.99370115
E01015239,12.52794816,13.88406021,15.097144,15.57220324,15.5131822,15.80490461,15.57572909,14.52008364,14.53477859
E01015240,14.5924875,15.36387118,15.95403421,16.06313884,16.52265071,16.34129151,16.48016462,16.48400542,16.4320308
E01015241,12.0762749,12.12927089,12.52190765,12.29770511,12.45419257,11.45042899,11.52526319,11.26633934,10.99144165
E01015242,11.93658563,11.73695838,11.60715198,11.63895363,12.83006635,13.51938443,13.70284968,13.66333783,13.89769121
E01015243,11.44113342,13.00274013,13.28472899,13.13040093,12.84368337,13.94380454,13.90273121,13.3081256,13.73395554
E01015244,11.04215537,11.72078179,12.35327029,12.98134178,13.97842729,13.70468959,13.6323337,12.71412009,11.69730653
E01015245,11.07571973,12.03776544,12.58663883,13.65694089,13.64710098,14.02636834,15.13567892,15.08093011,14.84441133
E01015246,13.2271715,12.70745504,12.64474239,11.98026684,11.3438886,12.76507343,12.36770831,12.64380285,14.08284685
E01015247,11.19472586,11.31828545,11.79360215,12.61332931,12.51797137,13.37368169,13.87598172,13.29735539,12.89803737
E01015248,12.57346511,12.70114309,12.21075275,12.60436106,12.25793864,12.58216439,12.50294964,12.63048007,13.38534435
E01015249,11.98702485,12.81248432,12.91890437,12.79080301,13.04554864,12.80601337,12.18449063,12.12363129,12.45336977
E01015250,10.5319319,10.59359562,10.98542944,11.92458165,12.11518982,12.42083554,12.01322051,12.33783896,11.79713438
E01015251,10.33880157,9.888926428,10.31854811,10.6915079,10.54373149,11.11705382,11.97977356,12.15734593,12.45949769
E01015252,10.53614496,10.39789044,10.4453147,10.54743513,10.44568852,10.63752644,10.78252754,10.49023923,10.26034628
E01015253,12.09862494,11.93745685,11.65179102,11.8490186,11.60884123,11.10077466,11.08472813,10.90213078,10.71335947
E01015254,12.10136864,12.5059482,12.80979455,13.57427375,13.19192849,13.91339158,13.4694836,13.42813263,12.22886295
E01015255,13.0033314,12.63989527,12.31047415,12.1426069,12.64290657,12.3298571,13.10680672,13.56863095,13.95681746
E01015256,11.50568521,11.6325997,11.40263513,11.30661432,11.56593407,12.11647843,12.39052225,12.42648117,12.38172775
E01015257,12.40698869,13.25393519,13.68633872,14.23731441,14.07472118,13.85524218,13.57484976,13.88787817,13.95755033
E01015258,10.27134575,10.6185411,10.5558157,10.71690904,10.53123087,10.33287563,10.06663106,10.02998007,10.22749383
