Area,2014,2015,2016
E02004204,0.005947545,0.004483527,0.005210406
E02004205,0.006991833,0.006210967,0.006455209
E02004206,0.009659128,0.008306658,0.009105358
E02004207,0.00588458,0.006641554,0.005768619
E02004208,0.005217438,0.005308223,0.005905813
E02004209,0.006329053,0.005152172,0.0053963
E02004210,0.010457136,0.009403201,0.008577589
E02004211,0.006503422,0.007479183,0.007608613
E02004212,0.008591059,0.008527672,0.008399347
E02004213,0.008862662,0.007319861,0.006725657
E02004214,0.009603303,0.0084973,0.009302408
E02004215,0.010423221,0.010195316,0.009088786
E02004216,0.012277079,0.011614135,0.01153771
E02004217,0.00907607,0.007092269,0.008225784
E02004218,0.00825504,0.008800035,0.009605696
E02004219,0.005773557,0.004773546,0.003766148
E02004220,0.009854046,0.008075477,0.007950815
E02004221,0.011252192,0.008492188,0.009503202
E02004222,0.007890415,0.007356764,0.007033116
E02004223,0.006669769,0.005748544,0.005791103
E02004224,0.006365087,0.005996086,0.006714474
E02004225,0.008741182,0.007448314,0.00634697
E02004226,0.007887093,0.006458385,0.006666563
E02004227,0.007072816,0.006094098,0.006243774
E02004228,0.005774204,0.005439057,0.004568435
E02004229,0.008108243,0.006634095,0.006828637
E02004230,0.008611538,0.007462528,0.007803058
E02004231,0.008232343,0.006895712,0.007117734
E02004232,0.007376951,0.0056222,0.004722519
E02004233,0.006400785,0.004514147,0.00508044
E02004234,0.006478991,0.006911838,0.006478991
E02004235,0.007359363,0.006521846,0.005992714
E02006840,,,
TOWN01,0.00907607,0.007092269,0.008225784
TOWN02,0.006701245,0.005021523,0.004896091
TOWN03,0.003352739,0.002954072,0.002930796
TOWN04,0.003749412,0.003259085,0.003294283
TOWN05,0.004199553,0.003747589,0.003093753
TOWN06,0.004618787,0.004014091,0.004158115
TOWN07,0.004049248,0.003700091,0.003522985
TOWN08,0.006860211,0.005705516,0.005221492
TOWN09,0.005816165,0.004951905,0.00537708
TOWN10,0.001725647,0.001495265,0.001454314
TOWN11,0.0033879,0.002836972,0.00264275
TOWN12,0.006467524,0.005420587,0.004875818
TOWN13,0.004887222,0.004321753,0.004219876
TOWN14,0.005932428,0.0046474,0.0049666
TOWN15,0.005415487,0.004896627,0.004709769
TOWN16,0.002655382,0.00244549,0.002578718
TOWN17,0.004791346,0.004013646,0.003576077
TOWN18,0.011949014,0.011949014,0.011949014
TOWN19,0.008406097,0.00549039,0.007468014
TOWN20,0.002582414,0.002385757,0.002377081
TOWN21,0.004457697,0.00371078,0.003922872
TOWN22,0.004823916,0.004368228,0.00457915
TOWN23,0.007307317,0.005241196,0.005884263
TOWN24,0.007184003,0.005846061,0.004633623
TOWN25,0.006146032,0.005196136,0.00522583
TOWN26,0.003963468,0.003231458,0.003199341
TOWN27,0.005192097,0.004955743,0.004880531
TOWN28,0.00379804,0.003099742,0.003199437
TOWN29,0.004479149,0.003913416,0.004026892
DIV1,0.005882252,0.004458931,0.004364002
DIV2,0.006327871,0.005163353,0.005560841
DIV3,0.007512083,0.005569584,0.005329674
DIV4,0.006622423,0.005696982,0.005617114
DIV5,0.006487278,0.005604591,0.005813707
DIV6,0.003743186,0.003518013,0.003278251
DIV7,0.005934531,0.005173269,0.005270257
DIV8,0.006245142,0.005697592,0.005659109
DIV9,0.004464033,0.004561964,0.00426154
DIV10,0.004199553,0.003747589,0.003093753
DIV11,0.007682634,0.007172438,0.00762462
DIV12,0.005227118,0.003671964,0.004430577
DIV13,0.005824388,0.004858776,0.005573082
DIV14,0.005189275,0.004825217,0.003644054
DIV15,0.00567808,0.00546812,0.005249118
DIV16,,,
DIV17,0.005862191,0.005423511,0.005215825
DIV18,0.005863927,0.004732151,0.004415083
DIV19,0.005883419,0.00515571,0.005501859
DIV20,0.001926406,0.001617587,0.001732585
DIV21,0.006464447,0.006906621,0.00698379
DIV22,0.00745555,0.006258722,0.005145923
DIV23,0.003973251,0.003262085,0.003132451
DIV24,0.00690714,0.005879079,0.005575798
DIV25,0.006117404,0.005111999,0.005492414
DIV26,0.005618858,0.005569523,0.004530981
DIV27,0.006238579,0.004960848,0.00532825
DIV28,0.006656553,0.005724019,0.005195842
DIV29,0.004887222,0.004321753,0.004219876
DIV30,0.00700883,0.006460498,0.006381634
DIV31,0.005187414,0.005402292,0.005608755
DIV32,0.004648811,0.004183621,0.004736262
DIV33,0.005824669,0.00493874,0.004265004
DIV34,0.00530576,0.004365521,0.004494133
DIV35,0.006705895,0.006405904,0.006405904
DIV36,0.007364958,0.006898925,0.00679267
DIV37,0.007572667,0.006024895,0.006277839
DIV38,0.005954588,0.005003981,0.005003981
DIV39,0.005239391,0.004932326,0.004716238
DIV40,0.007501788,0.006549794,0.006501033
DIV41,0.00497738,0.004332823,0.003820278
DIV42,0.006948937,0.00470914,0.005323966
DIV43,0.007887414,0.006307625,0.005154434
DIV44,0.005147877,0.00518851,0.005502525
DIV45,0.00707916,0.005951829,0.006182302
DIV46,0.006066934,0.005384654,0.00519329
DIV47,0.002969435,0.002421847,0.002338984
DIV48,0.006400785,0.004514147,0.00508044
DIV49,0.005859258,0.00542853,0.005260223
DIV50,0.005985518,0.004784751,0.005082558
DIV51,0.007331469,0.005996683,0.005853304
DIV52,0.006028937,0.005077464,0.004715682
DIV53,0.006313809,0.00514943,0.005288358
DIV54,0.007367481,0.006489802,0.006105447
DIV55,0.006479851,0.005198041,0.005240398
DIV56,0.00493364,0.004336704,0.004400124
DIV57,0.007273135,0.0061429,0.005987578
DIV58,0.005050656,0.004912367,0.004471427
CHSCTAXE,,,
CHSCTBARNSTAPLE,0.003836536,0.003327342,0.003377657
CHSCTBIDEFORD,0.003440204,0.003046997,0.002965346
CHSCTBRAUNTON,0.003550861,0.003211296,0.002996433
CHSCTCREDITON,0.004472513,0.004042461,0.004126751
CHSCTCULLOMPTON,0.003593863,0.003146352,0.00302548
CHSCTDAWLISH,0.003900594,0.003648676,0.003665497
CHSCTEXETERCHALL,0.00307904,0.002759696,0.002613449
CHSCTEXETERSYCAMORE,0.002050892,0.001728748,0.001732297
CHSCTEXMOUTH,0.0033879,0.002836972,0.00264275
CHSCTHONITON,0.003982179,0.003267919,0.003475586
CHSCTIVYBRIDGE,0.00286822,0.002665931,0.002908531
CHSCTKINGSBRIDGE,0.004791346,0.004013646,0.003576077
CHSCTNABBOT,0.002713668,0.002485666,0.002476429
CHSCTOKE,0.004294487,0.003606396,0.003758945
CHSCTSMOLTON,0.005468373,0.004629807,0.004818294
CHSCTTAVISTOCK,0.003361011,0.002702318,0.002693246
CHSCTTEIGN,0.00543186,0.004593269,0.00503101
CHSCTTIVERTON,0.003961019,0.003185331,0.003312366
CHSCTTORRINGTON,0.003691315,0.003193314,0.003095468
CHSCTTOTNES,0.004792333,0.003927557,0.003878932
Eastern,,,
Northern,,,
Southern,,,
Western,,,
