Area,2011,2012,2013,2014,2015,2016,2017
E01020232,#,#,#,#,0,0,#
E01020233,#,#,0,0,0,0,0
E01020234,#,#,#,#,#,#,#
E01020235,#,0.023769093,0.020148601,0.024607398,#,#,0.030636443
E01020236,#,#,#,#,#,#,0
E01020237,#,#,#,#,0,#,#
E01020238,#,#,#,0,0,#,#
E01020239,0,0,#,0,0,#,#
E01020240,0.018392628,#,#,0.019230615,0.019230615,#,0.024752898
E01020241,#,#,#,#,#,#,0.017442536
E01020242,0,#,#,#,#,0.010942233,#
E01020243,#,#,#,#,0,#,#
E01020244,#,#,#,#,#,#,#
E01020245,#,#,0,0,0,0.022573042,0.020896738
E01020246,0,#,#,#,#,#,#
E01020247,#,#,#,#,0,0,0
E01020248,#,0,0,0,#,#,#
E01020249,0,0,0,0,0,#,#
E01020250,#,#,#,0,#,#,#
E01020251,0,0,0,0,0,0,0
E01020252,#,#,#,#,#,#,0.014707478
E01020253,#,0.010942233,0.014887514,0.013015218,0.011906878,0.013671061,0.013315516
E01020254,0,0,0,0,0,#,#
E01020255,#,#,0,0,0,0,0
E01020256,0,#,0,0,#,#,#
E01020257,0,#,#,#,0,0,#
E01020258,0.019648511,0.022728622,0.028160253,0.028138497,0.030456208,0.035758379,0.03895755
E01020259,0.035141457,0.03839584,0.03484897,0.032673359,0.030533071,0.033905139,0.044004572
E01020260,#,#,#,#,#,#,#
E01020261,#,#,#,#,#,#,#
E01020262,0,#,#,#,#,0,0
E01020263,0,0,#,0.026406863,0.024851982,0.026813976,0.024364642
E01020264,#,#,#,#,#,0.032849415,0.02966387
E01020265,0,0,#,#,#,0,#
E01020266,#,#,#,#,#,#,#
E01020267,0.023193212,0.029638091,0.03061384,0.029128843,0.023325883,0.025181479,0.02546716
E01020268,#,#,#,#,#,#,#
E01020269,#,0.03459989,0.047549441,0.060686937,0.063748625,0.066013783,0.059748487
E01020270,#,#,#,#,#,#,#
E01020271,0.013211319,#,0.012957824,#,#,#,#
E01020272,#,#,#,#,#,#,#
E01020273,#,#,#,#,#,#,#
E01020274,#,#,0.029875551,0.030090274,0.02924938,0.032171237,0.030183677
E01020275,0,0,0,0,0,0,0
E01020276,#,#,#,#,#,#,#
E01020277,#,#,#,0,0.008848878,0.008689471,0.008711891
E01020278,#,#,0,0,0,0,0
E01020279,#,#,0.009973541,0.013658208,0.013132483,0.010512366,0.009177507
E01020280,#,#,#,#,#,#,0.014288192
E01020281,#,#,#,0.013583344,#,0,#
E01020282,#,#,#,#,#,#,#
E01020283,#,#,#,#,#,0,0
E01020284,#,#,#,0.012343965,0.012938588,0.012375096,0.010270192
E01020285,#,0,0,0.011144055,0.011209835,0.010857351,0.010242496
E01020286,#,#,#,#,0,#,#
E01020287,#,#,#,#,#,#,0
E01020288,#,0.016833834,0.018015526,#,0.019369782,0.020508551,0.017176356
E01020289,0,0,0,0,#,#,#
E01020290,0,0,0,0,0,0,#
E01020291,0,#,0,0,#,#,#
E01020292,0,0,0,0,0,0,0
E01020293,#,#,#,#,#,#,0.013368233
E01020294,#,#,#,0.013972451,0.013396073,0.012380475,0.010857351
E01020295,0.017089425,0.017533105,#,#,#,#,0
E01020296,0,0,0,#,#,#,#
E01020297,0,#,#,#,#,#,0.016034455
E01020298,#,#,#,#,0,0,0
E01020299,#,#,#,#,#,#,#
E01020300,#,#,#,#,#,0,#
E01020301,#,#,#,0,0,0,0
E01020302,#,#,0,0,0,0,#
E01020303,0,0,0,0,0,0,0
E01020304,#,#,#,#,#,#,0.014393999
E01020305,0.03169466,0.033191399,0.035438894,0.033191399,0.027102344,#,#
E01020306,#,#,#,#,#,#,#
E01020307,#,#,#,#,0.011782235,0.014944093,0.013196092
E01020308,0,0,0,0,0,0,0
E01020309,#,#,#,#,#,#,#
E01020310,#,0.023913267,0.022573042,#,#,#,0.0279959
E01020311,0,0,0,0,0,0,#
E01020312,0,0,0,#,#,0.02212925,#
E01020313,#,#,#,0,#,#,0.01634492
E01020314,#,#,#,#,#,0,#
E01020315,#,#,#,#,#,#,#
E01020316,0,0,0,0,0,0,0
E01020317,#,0,0,0,0,0,0
E01020318,#,#,#,0.022275229,0.021702571,0.027519009,0.022903937
E01020319,0,0,0,0,0,0,#
E01020320,#,#,#,0,0,0,#
E01020321,#,#,#,#,0.012387378,0.01573032,0.015671427
E01020322,#,0.012252528,0.013770187,0.018996289,0.018646317,0.018312665,0.017003889
E01020323,#,#,#,#,#,0,0
E01020324,#,#,#,#,0,0,0
E01020325,#,#,#,#,#,#,#
E01020326,#,#,#,0,#,0,#
E01020327,0.015903469,0.014963671,0.017527623,0.015022855,0.018317139,0.023446669,0.018199307
E01020328,0.013559062,0.014647704,0.012305069,0.012371593,0.01011696,0.012316278,0.012261456
E01020329,0,0,#,#,#,#,#
E01020330,0.0180104,0.016300238,0.019794424,0.017848675,0.019494269,0.017327228,0.020230486
E01020331,0,0,#,#,0,0,0
E01020332,0.030794896,0.025506987,0.02659172,0.029711525,0.043370447,0.042782309,0.049205804
E01020333,#,#,#,#,#,#,#
E01020334,0.020252714,0.022597341,0.018667097,0.014396505,#,0.017067055,0.018248715
E01020335,#,#,#,#,#,#,#
E01020336,0,#,0,0,0,0,0
E01020337,#,#,#,#,#,#,0.028648912
E01020338,#,#,#,#,0,#,#
E01020339,#,#,#,#,#,#,#
E01020340,0,#,#,#,0,#,#
E01020341,0,#,#,#,#,#,0
E01020342,#,#,#,#,#,#,#
E01032628,#,#,#,0.013288427,0.014630692,0.011906878,#
E01032657,,,,,,,
E01032658,,,,,,,
E01033232,0.025646405,0.023712898,0.019994126,0.020903317,0.030450256,0.040002237,0.037783854
E01033233,0.042189185,0.048237543,0.044642257,0.045930613,0.049411975,0.054388542,0.040524481
E01033234,0.014731525,0.019349345,0.02116289,0.02268083,0.022637979,0.026339902,0.029713934
E01033235,#,0.035550407,#,#,#,#,#
E01033236,#,#,#,#,#,0,#
E07000040,0.002152311,0.002201075,0.002211096,0.002190995,0.002221176,0.002262978,0.002362506
E07000041,0.004051338,0.004239941,0.004422456,0.004635301,0.004786512,0.005019658,0.005207858
E07000042,0.002735498,0.002835736,0.003133375,0.003425911,0.003600139,0.00372735,0.003942549
E07000043,0.002279925,0.002332368,0.00237225,0.002487147,0.00252257,0.002487633,0.00249496
E07000044,0.002339932,0.002335723,0.00238146,0.002447034,0.002408595,0.002558691,0.002780467
E07000045,0.001753641,0.001884737,0.001974319,0.002028722,0.001984284,0.002143812,0.002220827
E07000046,0.001659011,0.00197716,0.001970732,0.002214527,0.002275234,0.002178115,0.002288439
E07000047,0.002633885,0.002678408,0.002815527,0.002754311,0.002774354,0.003156543,0.003344967
E10000008,0.000956124,0.000997302,0.001042753,0.001092221,0.001116257,0.001165315,0.001213861
E06000026,,,,,,,
E06000027,,,,,,,
IMDQ1,0.004965282,0.005425352,0.005969308,0.006337947,0.006437223,0.006767857,0.007191852
IMDQ2,0.00207943,0.002193008,0.002260765,0.002446477,0.002520736,0.002598504,0.002667264
IMDQ3,0.001497109,0.001554955,0.001614119,0.001698167,0.001735971,0.001801536,0.0019022
IMDQ4,0.001880359,0.001943264,0.002049027,0.002039366,0.002056092,0.002214519,0.002327406
IMDQ5,0.002503856,0.002544974,0.002658734,0.002739211,0.002804423,0.002916558,0.00297793
E02003122,,,,,,,
E02003123,,,,,,,
E02003124,,,,,,,
E02003125,,,,,,,
E02003126,,,,,,,
E02003127,,,,,,,
E02003128,,,,,,,
E02003129,,,,,,,
E02003130,,,,,,,
E02003131,,,,,,,
E02003132,,,,,,,
E02003133,,,,,,,
E02003134,,,,,,,
E02003135,,,,,,,
E02003136,,,,,,,
E02003137,,,,,,,
E02003138,,,,,,,
E02003139,,,,,,,
E02003140,,,,,,,
E02003141,,,,,,,
E02003142,,,,,,,
E02003143,,,,,,,
E02003144,,,,,,,
E02003145,,,,,,,
E02003146,,,,,,,
E02003147,,,,,,,
E02003148,,,,,,,
E02003149,,,,,,,
E02003150,,,,,,,
E02003151,,,,,,,
E02003152,,,,,,,
E02003153,,,,,,,
E02003154,,,,,,,
E02003155,,,,,,,
E02003156,,,,,,,
E02003157,,,,,,,
E02003158,,,,,,,
E02003159,,,,,,,
E02003161,,,,,,,
E02003163,,,,,,,
E02003164,,,,,,,
E02003165,,,,,,,
E02003166,,,,,,,
E02003167,,,,,,,
E02003168,,,,,,,
E02003169,,,,,,,
E02003170,,,,,,,
E02003171,,,,,,,
E02004129,#,#,#,#,#,#,#
E02004130,0.012784901,0.012228236,0.014136115,0.014536251,0.01384243,0.014045334,0.012813156
E02004131,#,0.006667155,0.007024194,0.007525951,0.006185832,0.007024194,0.009974031
E02004132,0.003598769,0.00390446,0.005208662,0.00564212,0.00539518,0.004471519,0.002867351
E02004133,0.008154446,0.008730325,0.007342806,0.00880547,0.010065214,0.010054967,0.010723127
E02004134,0.004778631,0.007163005,0.007176622,0.00463368,0.005279189,0.006442113,0.007249005
E02004135,0.006464157,0.008881852,0.006676195,0.007992681,0.00647274,0.005828953,0.005546178
E02004136,0.004917871,0.004988083,0.00420423,0.004381626,0.005031586,0.005676516,0.005762731
E02004137,#,#,0.007155219,0.006246162,#,#,0.007292602
E02004138,0.015450963,0.0150839,0.015648355,0.0156001,0.017667846,0.017992876,0.017369375
E02004139,0.009934719,0.009652012,0.009487322,0.009904855,0.009783357,0.009373085,0.011284287
E02004140,0.017140479,0.017101722,0.017101634,0.016053929,0.015428398,0.01655689,0.01790449
E02004141,0.007161156,0.006586178,0.00712031,0.007269484,0.004647175,#,0.006173876
E02004142,0.013612645,0.012376854,0.011823019,0.010289974,0.012582916,0.00894329,0.005866342
E02004143,0.007178006,0.007112453,0.007903785,0.008771087,0.007857001,0.007728294,0.007680492
E02004144,0.00742425,0.00645394,0.005317203,0.006727849,0.005433077,0.008020939,0.009317933
E02004145,0.007022662,0.006478536,0.006805052,0.008275006,0.006127801,0.007387851,0.009633492
E02004146,0.007054823,0.006372086,0.00673597,0.007380175,0.009028424,0.008863839,0.008338936
E02004147,0.018147839,0.017810645,0.016925335,0.015646044,0.016202822,0.017088752,0.016901051
E02004148,0.008557564,0.010339919,0.010753517,0.009900709,0.011283125,0.010736991,0.012148786
E02004149,0.029702434,0.031370292,0.030288172,0.029312901,0.030428129,0.030561812,0.027787613
E02004150,0.016735015,0.019639693,0.019382211,0.019966734,0.020581967,0.022142586,0.02182674
E02004151,0.00868194,0.009561182,0.010222768,0.010617195,0.011382231,0.011837829,0.012148067
E02004152,0.043100271,0.04616593,0.046578849,0.048322919,0.048232833,0.049689382,0.050392602
E02004153,0.013075851,0.012817525,0.013418438,0.014388508,0.016344285,0.016693285,0.017516689
E02004154,0.019276085,0.020157126,0.020909122,0.020658104,0.02062427,0.022059615,0.024326526
E02004155,0.009945239,0.009605555,0.011553295,0.012143273,0.013340438,0.014102473,0.014374923
E02004156,0.03181224,0.033966629,0.035599772,0.038217995,0.039370248,0.039189184,0.040239609
E02004157,0.021009988,0.023165315,0.024906853,0.025438981,0.023854443,0.027579474,0.026894111
E02004158,0.016230429,0.016431435,0.015920407,0.017333127,0.01765466,0.017771239,0.020666147
E02004159,0.008762091,0.009125075,0.009556378,0.011210585,0.012093801,0.014069714,0.014360185
E02004160,0.010654437,0.011273827,0.011422253,0.01218912,0.011637558,0.012215368,0.014847113
E02004161,0.010375786,0.010886453,0.012247691,0.012798541,0.013751796,0.015067714,0.016784514
E02004162,0.012685444,0.013504225,0.013497917,0.015167235,0.014860029,0.016441856,0.01677318
E02004163,0.009426912,0.009089257,0.00785153,0.009348987,0.01074452,0.009783218,0.010876022
E02004164,#,#,#,#,#,#,0.004738478
E02004165,0.008740113,0.01049965,0.012334787,0.013179246,0.013626439,0.013957522,0.014893331
E02004166,#,0.005521518,0.004175891,0.005141579,0.006055468,0.008009445,0.009145951
E02004167,0.005090871,0.005791987,0.009530512,0.010247408,0.009977273,0.010942448,0.01191201
E02004168,0.010667185,0.01106107,0.009993547,0.012633344,0.014436689,0.014616567,0.015380627
E02004169,0.006520473,0.005878283,0.005884247,0.00740866,0.007890843,0.007584926,0.011499232
E02004170,0.012387164,0.012342656,0.014749535,0.015531993,0.015411207,0.016615773,0.016746249
E02004171,0.004407964,0.005347029,0.006763449,0.006310577,0.006585002,0.005867328,0.006286551
E02004172,#,0.004457012,0.006630485,0.007813187,#,#,#
E02004173,0.007388987,0.006861532,0.006587514,0.008580659,0.009455939,0.009494063,0.009196778
E02004174,0.014762654,0.014257763,0.013783721,0.014091988,0.016675414,0.016541034,0.016251239
E02004175,0.008239243,0.006596869,0.007198985,0.007495245,0.007102013,0.00742954,0.006411109
E02004176,0.006293458,0.006863627,0.006653608,0.007304757,0.007745381,0.006293458,0.005791427
E02004177,0.005100663,0.00549039,0.006706519,0.008086125,0.007983671,0.00682579,0.004574089
E02004178,#,0.006379791,#,#,#,0.004805922,#
E02004179,0.008339061,0.007664881,0.007644007,0.007279926,0.007505277,0.007218102,0.006613479
E02004180,0.010260051,0.009471134,0.009102167,0.008754786,0.007535729,0.007226917,0.007060203
E02004181,0.009705198,0.010080403,0.009806433,0.011728458,0.012637899,0.012797787,0.011027421
E02004182,0.012181333,0.013702963,0.01508093,0.016450692,0.015807879,0.016251055,0.016193231
E02004183,0.009557753,0.009375133,0.010358301,0.009688354,0.009769956,0.009997695,0.013491596
E02004184,0.007709749,0.007798055,0.007056565,0.006888215,0.007040624,0.00674645,0.007428495
E02004185,#,#,0.008206597,0.00747285,0.010358301,0.011422081,0.010012851
E02004186,0.002994498,0.005049203,0.003962311,0.004865347,0.00653911,0.005347146,0.006970709
E02004187,0.007662209,0.008067521,0.007446945,0.007230498,0.00646763,0.006827943,0.008101032
E02004188,#,#,0.00442199,0.005261884,0.004738478,#,#
E02004189,0.018192391,0.015991681,0.014089959,0.012239255,0.014678684,0.012909331,0.014618059
E02004190,0.003664941,0.003400842,0.003079152,0.00458373,0.005185955,0.006800586,0.007866919
E02004191,0.007597854,0.008318091,0.007959924,0.009025741,0.00825876,0.008034688,0.007635417
E02004192,0.005756801,0.006639894,0.005853408,0.006761545,0.00518209,0.006321975,0.005973599
E02004193,0.005043579,0.004762372,0.005042901,0.005087805,0.004283849,0.004738825,0.004986631
E02004194,0.007043593,0.006731091,0.006723287,0.005559264,0.004970616,0.00393729,0.009492756
E02004195,0.010806004,0.011513885,0.011375088,0.012577751,0.011404839,0.013789615,0.015070807
E02004196,0.005299896,0.004457189,0.005960248,0.005688412,0.00435516,0.004236152,0.00391229
E02004197,0.013222297,0.013784129,0.013722838,0.01265579,0.013599107,0.013352154,0.016199672
E02004198,0.007891504,0.007753565,0.008409894,0.008877179,0.01127185,0.012861608,0.012354777
E02004199,#,#,0.006197797,0.005397467,#,0.007055358,0.007110533
E02004200,0,#,0.007035926,0.009222316,0.010326617,0.008951901,0.009083766
E02004201,#,0.008604317,0.011491079,0.01398821,0.012220923,0.01278407,0.011561763
E02004202,0.006189991,0.005371399,0.005543016,0.006854123,0.006382755,0.00707353,0.007635417
E02004203,0.010020853,0.0110233,0.01226646,0.012390148,0.012554019,0.014030591,0.016057354
E02004204,0.004580606,0.004915657,0.005029307,0.003158794,0.004163086,0.003687504,0.004219054
E02004205,0.006003373,0.005971152,0.005658979,0.007067394,0.006973912,0.007772109,0.008422052
E02004206,0.010950397,0.01264706,0.009852945,0.011554166,0.00898963,0.011274566,0.013812576
E02004207,0.0067565,0.008604982,0.008901751,0.009864773,0.008558799,0.008578826,0.008773861
E02004208,0.007151325,0.00827809,0.008213659,0.007285041,0.006225324,0.00577893,0.005243009
E02004209,0.003443149,0.004526031,0.00458752,0.004448844,0.004306274,0.004693683,0.005079918
E02004210,0.007104427,0.00725882,0.008751365,0.009309843,0.009164418,0.01027222,0.00926241
E02004211,0.005578763,0.005020289,#,#,#,#,#
E02004212,0.006731091,0.007524697,0.007935623,0.008499276,0.010260531,0.010787639,0.010295676
E02004213,#,0.004968577,0.005578763,0.006507213,0.004170733,0.006038179,0.006158632
E02004214,0.015112956,0.014399373,0.015243058,0.015792077,0.015255929,0.015754941,0.01568159
E02004215,0.006628787,0.008533276,0.009455634,0.008790898,0.009722127,0.010911475,0.011909696
E02004216,#,#,0.00565568,0.006182272,0.007371979,0.007923323,0.009668525
E02004217,0.005675005,0.005471221,0.005190842,0.005452722,0.005962947,0.005707551,0.007033133
E02004218,#,0.005166233,#,0.0056128,#,#,0.005983009
E02004219,#,#,#,0,0,0.006350751,0.006611569
E02004220,#,0.005358389,0.006021831,0.00673151,0.007351629,0.008086141,0.008243437
E02004221,0.00843743,0.010408259,0.009363743,0.007101704,#,#,0.009310203
E02004222,0.004718612,0.006613991,0.007521616,0.00636401,0.005506862,0.004404685,0.008225546
E02004223,0.002497413,0.00265665,0.003285601,0.004947231,0.005255805,0.004647399,0.004248721
E02004224,0.005953312,0.007467657,0.006951733,0.007176423,0.008809715,0.008138488,0.005911274
E02004225,0.006478969,0.007385532,0.007680492,0.008199761,0.00788514,0.007570547,0.008199761
E02004226,#,#,#,#,#,#,#
E02004227,0.004230418,0.004659584,0.003592591,0.004785052,0.005308747,0.005436962,0.005575293
E02004228,#,#,#,#,#,#,0.004640787
E02004229,0.00541536,0.005610985,0.00525215,0.006177409,0.007333263,0.00783553,0.0077365
E02004230,0.008147222,0.008137395,0.008742378,0.008130353,0.008123323,0.009169884,0.008945947
E02004231,0.004765227,0.004712027,0.006519149,0.008062472,0.007351629,0.007691029,0.007159488
E02004232,#,0.004653579,0.006132237,0.005269184,#,#,0.006498653
E02004233,0.006512803,0.006116338,0.005643247,0.005227311,0.005849029,0.006936292,0.008218824
E02004234,#,0.006011417,0.007572434,0.005698046,#,#,#
E02004235,0.00484037,#,#,#,0.004990608,0.006991533,0.007532502
E02006840,,,,,,,
TOWN01,0.005675005,0.005471221,0.005190842,0.005452722,0.005962947,0.005707551,0.007033133
TOWN02,0.006025052,0.006492618,0.005182895,0.00658179,0.006855232,0.007316859,0.007693758
TOWN03,0.003498562,0.003669979,0.003730512,0.003947858,0.004057651,0.004060361,0.004144778
TOWN04,0.002125651,0.002644712,0.002798166,0.003064241,0.00325301,0.00300821,0.003186513
TOWN05,0.006250277,0.006138974,0.005791473,0.005692078,0.005970618,0.005711231,0.005274294
TOWN06,0.00622322,0.006141911,0.006057753,0.006612831,0.007276853,0.00724344,0.007196553
TOWN07,0.004901919,0.005188931,0.006070049,0.006498138,0.006600458,0.007001,0.007610477
TOWN08,0.006661542,0.007092741,0.007274933,0.008007451,0.007141672,0.00886802,0.009503762
TOWN09,0.00572675,0.006227107,0.005184439,0.00622777,0.005568145,0.006164213,0.007014193
TOWN10,0.003583713,0.003750308,0.003918664,0.004060693,0.004140638,0.004321013,0.004450692
TOWN11,0.003893992,0.003857161,0.003807722,0.003822026,0.003892317,0.00404037,0.004210301
TOWN12,0.004459615,0.004945101,0.005101711,0.005391577,0.005359008,0.004872143,0.004989043
TOWN13,0.002816013,0.003262361,0.002519614,0.003385945,0.003420621,0.003879601,0.004049693
TOWN14,0.004452777,0.004640039,0.005288678,0.005409966,0.00506548,0.005244326,0.005418431
TOWN15,0.003660498,0.003475397,0.003931477,0.004152135,0.004085605,0.003777989,0.003197303
TOWN16,0.003878934,0.003633428,0.003699211,0.003621584,0.003414469,0.003510523,0.003787498
TOWN17,0.003584619,0.003836908,0.00438777,0.004597687,0.005398117,0.005969803,0.005848855
TOWN18,0.026643326,0.027885611,0.024541718,0.03144633,0.032171237,0.030671076,#
TOWN19,0.013053264,0.014189892,0.015620977,0.015517584,0.015847705,0.017737683,0.019415057
TOWN20,0.002143875,0.002361072,0.002544533,0.002550045,0.002558053,0.002763947,0.002839458
TOWN21,0.003589362,0.003843547,0.004071553,0.004139792,0.004232705,0.004623143,0.004713281
TOWN22,0.003577692,0.003847417,0.00373275,0.003624767,0.004030767,0.004503909,0.004004263
TOWN23,0.009047771,0.009596739,0.009686226,0.00925421,0.010154184,0.009655411,0.009936328
TOWN24,0.007035149,0.007061663,0.007173975,0.007163485,0.006922208,0.006778464,0.007857475
TOWN25,0.00573985,0.005783153,0.005866145,0.005615197,0.004869646,0.005313292,0.006168315
TOWN26,0.003435974,0.003288925,0.003401044,0.003122993,0.003039274,0.003712173,0.004212443
TOWN27,0.004854632,0.00505082,0.005347527,0.005214523,0.00491004,0.005221628,0.004661837
TOWN28,0.003103322,0.003428936,0.004007789,0.004514826,0.004723809,0.004839215,0.005215842
TOWN29,0.00438903,0.004671073,0.004510811,0.00485427,0.004540998,0.004507522,0.005704095
DIV1,0.008952781,0.0091458,0.008230335,0.009543073,0.009854196,0.010091334,0.011842835
DIV2,0.003820078,0.003861923,0.00384953,0.004409961,0.004380023,0.004184928,0.005061654
DIV3,0.006100673,0.006730882,0.00577028,0.007228924,0.00803193,0.008447679,0.008720003
DIV4,0.007763542,0.008489175,0.008869254,0.009808181,0.009744024,0.009904908,0.009944318
DIV5,0.006379337,0.006371935,0.006088266,0.005952048,0.006011607,0.005991165,0.006604449
DIV6,0.01058609,0.009864964,0.009174804,0.007688315,0.009361477,0.00907267,0.010122484
DIV7,0.002460913,0.003190747,0.003959775,0.004193821,0.00466168,0.003951483,0.004686814
DIV8,0.004164521,0.004695492,0.00455162,0.006239345,0.006299784,0.005838528,0.004668123
DIV9,0.005297314,0.006212617,0.006355808,0.006613103,0.006031929,0.006204303,0.00687398
DIV10,0.006250277,0.006138974,0.005791473,0.005692078,0.005970618,0.005711231,0.005274294
DIV11,0.006079768,0.007486646,0.007657492,0.005414125,0.006048217,0.006346924,0.006664816
DIV12,0.005208818,0.005744257,0.00668855,0.006461364,0.006836921,0.007156347,0.00724038
DIV13,0.006141404,0.005521613,0.00554751,0.006019656,0.005685272,0.00592418,0.006211777
DIV14,0.004192024,0.004639421,0.004215987,0.003881493,0.004048241,0.003545509,0.003073082
DIV15,0.009104659,0.009095673,0.008712104,0.009136654,0.010459333,0.010610421,0.010503473
DIV16,0.004313045,0.003554611,0.004398351,0.005466822,0.004774428,0.003904401,0.003820829
DIV17,0.008283874,0.008485353,0.010300811,0.010655294,0.010600729,0.011341418,0.011657832
DIV18,0.006080707,0.006577834,0.006331493,0.007074287,0.006183992,0.007380175,0.007815046
DIV19,0.006120582,0.006815167,0.005586071,0.006604456,0.005815894,0.006777472,0.007671023
DIV20,0.025135462,0.027168953,0.026135776,0.025866433,0.026805534,0.027501659,0.025899511
DIV21,0.005274119,0.00524795,0.005381455,0.006369559,0.005428793,0.00594821,0.00637123
DIV22,0.005967395,0.006706915,0.007036846,0.006960936,0.007224229,0.007175929,0.008326894
DIV23,0.004897224,0.004741111,0.004558598,0.004575251,0.004701995,0.004910994,0.004984924
DIV24,0.010033886,0.010266341,0.010703008,0.011408249,0.012047215,0.012489337,0.01378364
DIV25,0.005125101,0.005364649,0.006030738,0.006558174,0.006202144,0.00625631,0.006425417
DIV26,0.00346678,0.004536165,0.005638114,0.005899365,0.007536838,0.007509359,0.007681514
DIV27,0.003954728,0.004391365,0.004714639,0.005541222,0.006078764,0.006503305,0.006324972
DIV28,0.009584004,0.009241535,0.01060052,0.010969009,0.011470749,0.011628498,0.01237799
DIV29,0.002816013,0.003262361,0.002519614,0.003385945,0.003420621,0.003879601,0.004049693
DIV30,0.004896901,0.004477477,0.005141316,0.005784964,0.005628169,0.00526101,0.004129257
DIV31,0.003452905,0.00392575,0.003948259,0.003399381,0.002853974,0.004573712,0.004828679
DIV32,0.005043579,0.004762372,0.005042901,0.005087805,0.004283849,0.004738825,0.004986631
DIV33,0.005047223,0.005236937,0.005829383,0.00593215,0.006896652,0.008189432,0.007972304
DIV34,0.00251184,0.003237397,0.003154308,0.003032259,0.003111988,0.003810391,0.003970497
DIV35,0.007725801,0.008082094,0.00867772,0.00886851,0.008587037,0.009043161,0.008858587
DIV36,0.004908263,0.00475576,0.005405963,0.005297333,0.005888919,0.006483482,0.00702283
DIV37,0.003995136,0.005726559,0.00562805,0.005239285,0.00511678,0.005406573,0.006516746
DIV38,0.005103533,0.005466384,0.005993772,0.005567225,0.005278406,0.006032849,0.006399173
DIV39,0.004467824,0.004308927,0.004178676,0.004310586,0.004259589,0.004582727,0.005055896
DIV40,0.007491494,0.008745738,0.00919652,0.009642612,0.010165209,0.011012071,0.011168877
DIV41,#,0.002547212,0.003799138,0.004209866,0.004659057,0.004134829,0.004238799
DIV42,0.0079277,0.008410056,0.008548484,0.008115715,0.00896005,0.008555872,0.008858515
DIV43,0.008100023,0.008156512,0.008173559,0.008230316,0.008012408,0.007997961,0.00893793
DIV44,0.00532642,0.004921262,0.004934476,0.005531423,0.005264178,0.005707616,0.006736675
DIV45,0.006549209,0.006770962,0.006377202,0.00631298,0.005828231,0.00542376,0.006553692
DIV46,0.024181561,0.025407377,0.027357192,0.029887959,0.029555053,0.030629213,0.030625019
DIV47,0.020425512,0.021260175,0.021840696,0.022213791,0.022147809,0.023076026,0.024543511
DIV48,0.006512803,0.006116338,0.005643247,0.005227311,0.005849029,0.006936292,0.008218824
DIV49,0.005276084,0.005732052,0.006225539,0.006113102,0.005713258,0.005973044,0.005430228
DIV50,0.004995313,0.005674664,0.007455675,0.008097387,0.00790789,0.008496483,0.009359027
DIV51,0.006724397,0.007119105,0.007245752,0.008579339,0.009714233,0.009706733,0.010225203
DIV52,0.003822897,0.004226727,0.004298245,0.004548452,0.004496578,0.004065422,0.004519283
DIV53,0.006526677,0.006723315,0.006754128,0.007223234,0.006588358,0.00607841,0.00777482
DIV54,0.009047771,0.00965299,0.00883075,0.009024435,0.009936051,0.011091391,0.011348951
DIV55,0.004275035,0.004430359,0.004801307,0.004813861,0.003903496,0.003504935,0.002966277
DIV56,0.003774968,0.004375443,0.004039425,0.005130937,0.005648227,0.006142126,0.008006579
DIV57,0.007510851,0.008191312,0.009027756,0.009706962,0.01068965,0.012365916,0.01322106
DIV58,0.003846848,0.003689143,0.004192024,0.003827556,0.003079327,0.004084964,0.003932937
CHSCTAXE,0.004398767,0.004566458,0.004427683,0.004563961,0.004691633,0.004640718,0.005001805
CHSCTBARNSTAPLE,0.004209492,0.004368125,0.004359223,0.004603141,0.004602267,0.004583937,0.004722598
CHSCTBIDEFORD,0.001946672,0.002401709,0.002613481,0.002905425,0.003139222,0.002955338,0.00311919
CHSCTBRAUNTON,0.003442928,0.003354005,0.003417985,0.003556851,0.003587239,0.003371511,0.002907644
CHSCTCREDITON,0.006293315,0.006167246,0.00613191,0.00673379,0.007499281,0.007517954,0.007531819
CHSCTCULLOMPTON,0.003949886,0.004276871,0.004856258,0.005255781,0.005425127,0.005673488,0.006084433
CHSCTDAWLISH,0.003955637,0.004265311,0.00409726,0.004277385,0.003913496,0.004307275,0.004363738
CHSCTEXETERCHALL,0.004017112,0.004059182,0.004148881,0.004336054,0.004484896,0.004656185,0.005068025
CHSCTEXETERSYCAMORE,0.006197948,0.006589718,0.006897672,0.007143174,0.007293387,0.007632925,0.007702436
CHSCTEXMOUTH,0.003893992,0.003857161,0.003807722,0.003822026,0.003892317,0.00404037,0.004210301
CHSCTHONITON,0.003014013,0.003067703,0.003327171,0.003466126,0.003353212,0.003484422,0.003507235
CHSCTIVYBRIDGE,0.003217069,0.002999635,0.0030839,0.003153238,0.002809756,0.003143681,0.003548134
CHSCTKINGSBRIDGE,0.003584619,0.003836908,0.00438777,0.004597687,0.005398117,0.005969803,0.005848855
CHSCTNABBOT,0.002217742,0.00244622,0.002628933,0.002607274,0.002621303,0.002817139,0.002917146
CHSCTOKE,0.004121015,0.004294287,0.004700889,0.004757353,0.004811427,0.005216303,0.005252814
CHSCTSMOLTON,0.004780085,0.004675152,0.004760149,0.004797588,0.003837332,0.004129968,0.004958663
CHSCTTAVISTOCK,0.004042293,0.003971711,0.003847608,0.003428926,0.003539707,0.004007589,0.00454198
