Area,2013,2014,2015,2016
E01020334,0.188745194,0.196090795,0.282819171,0.180388157
E01020335,0.270653906,0.233260489,#,0.121840276
E01020336,0,0.108301974,0.134639482,0
E01020337,#,#,#,#
E01020338,0.192393216,0.248001024,0.269639459,0.26930602
E01020339,0.174789274,0.246036046,0.125062627,0.240755548
E01020340,#,0.307448782,0.289766586,#
E01020341,#,0.289766586,#,0.218145974
E01020342,0.267471986,#,0.253489889,0.21509223
E01032628,0.136005282,0.18106841,0.162571275,0.137014716
E01032657,,,,
E01032658,,,,
E01033232,#,0.251293464,0.263723101,#
E01033233,0.201824967,#,0.212509539,0.194077249
E01033234,0.158130175,0.18106841,0.142666003,0.060918888
E01033235,0.218145974,0.258478702,0,0.145804141
E01033236,0.975,#,#,0.139246846
E07000040,0.026867804,0.027025875,0.027016924,0.026381507
E07000041,0.029860887,0.030852135,0.031157859,0.030378082
E07000042,0.032246443,0.033514478,0.032810988,0.032006034
E07000043,0.030541384,0.032385437,0.031344508,0.03150088
E07000044,0.031125235,0.035025254,0.033704928,0.033121578
E07000045,0.027483442,0.028451778,0.028918764,0.028175049
E07000046,0.039109705,0.040289235,0.039584203,0.040004176
E07000047,0.043584568,0.047527893,0.046770876,0.045798536
E10000008,0.011159317,0.011653685,0.011558811,0.011410901
E06000026,,,,
E06000027,,,,
IMDQ1,0.054652517,0.052435609,0.055017197,0.054854363
IMDQ2,0.022788588,0.023567113,0.023244121,0.02390235
IMDQ3,0.019364377,0.021056469,0.020289408,0.020260337
IMDQ4,0.022221063,0.022657153,0.022600199,0.021950174
IMDQ5,0.028880881,0.030164618,0.029791964,0.027168549
E02003122,,,,
E02003123,,,,
E02003124,,,,
E02003125,,,,
E02003126,,,,
E02003127,,,,
E02003128,,,,
E02003129,,,,
E02003130,,,,
E02003131,,,,
E02003132,,,,
E02003133,,,,
E02003134,,,,
E02003135,,,,
E02003136,,,,
E02003137,,,,
E02003138,,,,
E02003139,,,,
E02003140,,,,
E02003141,,,,
E02003142,,,,
E02003143,,,,
E02003144,,,,
E02003145,,,,
E02003146,,,,
E02003147,,,,
E02003148,,,,
E02003149,,,,
E02003150,,,,
E02003151,,,,
E02003152,,,,
E02003153,,,,
E02003154,,,,
E02003155,,,,
E02003156,,,,
E02003157,,,,
E02003158,,,,
E02003159,,,,
E02003161,,,,
E02003163,,,,
E02003164,,,,
E02003165,,,,
E02003166,,,,
E02003167,,,,
E02003168,,,,
E02003169,,,,
E02003170,,,,
E02003171,,,,
E02004129,0.154337313,0.151079287,0.115582539,0.161453059
E02004130,0.128970699,0.143211903,0.14788151,0.132612696
E02004131,0.124517542,0.141850821,0.130842933,0.140539243
E02004132,0.096539793,0.098687946,0.087747706,0.090120355
E02004133,0.129074745,0.139705365,0.122276269,0.135921605
E02004134,0.100983217,0.095780393,0.085206373,0.106795617
E02004135,0.137612068,0.109237092,0.140539243,0.142452354
E02004136,0.084115499,0.084939603,0.076585748,0.071902457
E02004137,0.136871545,0.12156807,0.135227397,0.102134112
E02004138,0.109948259,0.133736383,0.124339042,0.10267811
E02004139,0.114981766,0.113901306,0.116564753,0.12263877
E02004140,0.122316968,0.177031048,0.11902849,0.126033457
E02004141,0.120387538,0.129486292,0.111611415,0.126921011
E02004142,0.169480602,0.178552894,0.125978468,0.101617271
E02004143,0.115699127,0.095835141,0.132586175,0.113192879
E02004144,0.123796419,0.125271318,0.116412789,0.101668677
E02004145,0.131784654,0.142452354,0.153802235,0.113699416
E02004146,0.098134112,0.097174447,0.101262899,0.095988428
E02004147,0.116539868,0.127451906,0.120550116,0.103435671
E02004148,0.12263877,0.107854112,0.127829839,0.118574059
E02004149,0.134818643,0.173442351,0.117579052,0.104136702
E02004150,0.132116892,0.12648658,0.12136665,0.108965818
E02004151,0.09981726,0.09627052,0.09595083,0.092336527
E02004152,0.215903034,0.124405398,0.190028838,0.130881584
E02004153,0.116214903,0.102889893,0.116444139,0.112558767
E02004154,0.107622072,0.116437254,0.11147526,0.097475375
E02004155,0.099244091,0.11068829,0.117977368,0.121312134
E02004156,0.178725783,0.154337313,0.194785427,0.172441645
E02004157,0.115004568,0.131500943,0.115423835,0.094796364
E02004158,0.103586287,0.117771338,0.120436383,0.132116892
E02004159,0.092341601,0.093257237,0.086666355,0.08836231
E02004160,0.099244091,0.119092152,0.118746593,0.115262873
E02004161,0.098380182,0.099185647,0.100340311,0.103430237
E02004162,0.10178644,0.127915348,0.12358806,0.114286758
E02004163,0.123765246,0.121809021,0.118029617,0.103886376
E02004164,0.121176423,0.122621519,0.097119504,0.104734174
E02004165,0.107917521,0.104732145,0.11149355,0.10090004
E02004166,0.068468103,0.090905604,0.089841076,0.075289047
E02004167,0.115765997,0.114921605,0.107422129,0.125360681
E02004168,0.126114785,0.132720649,0.130431107,0.131450563
E02004169,0.086031618,0.092652371,0.084206531,0.083563505
E02004170,0.113985764,0.1109562,0.103781328,0.097072966
E02004171,0.095329604,0.101224313,0.097959621,0.072608698
E02004172,0.104278547,0.125986,0.133326761,0.107146463
E02004173,0.099524049,0.095729193,0.104813903,0.089743392
E02004174,0.103699555,0.113994241,0.112571481,0.106309288
E02004175,0.122626275,0.136384433,0.124979214,0.131937968
E02004176,0.145848055,0.143331675,0.136192942,0.142668115
E02004177,0.113596664,0.12483878,0.113138633,0.116884012
E02004178,0.117424429,0.140629301,0.127059619,0.113627723
E02004179,0.118879151,0.114532802,0.100752133,0.093659813
E02004180,0.12608346,0.122546405,0.137910554,0.10775763
E02004181,0.116412789,0.127854944,0.138207663,0.124917885
E02004182,0.128805542,0.129021091,0.126882977,0.114018566
E02004183,0.118171352,0.142668115,0.139947598,0.162998706
E02004184,0.089197258,0.091032549,0.096920777,0.090058969
E02004185,0.135757851,0.14630033,0.124795805,0.145086987
E02004186,0.094366301,0.101889791,0.105026842,0.110261304
E02004187,0.101355835,0.118027688,0.095414864,0.099612672
E02004188,0.111296683,0.125815932,0.118130158,0.104334484
E02004189,0.177814314,0.187029714,0.176363212,0.179535297
E02004190,0.073723902,0.111020129,0.090747356,0.105712884
E02004191,0.099265848,0.102427875,0.108462027,0.106235021
E02004192,0.127463374,0.157863029,0.135477597,0.138759052
E02004193,0.064449328,0.072813044,0.074864002,0.068814754
E02004194,0.107917521,0.124339042,0.099844426,0.118574059
E02004195,0.158336461,0.196844105,0.146648822,0.157789806
E02004196,0.085557611,0.102400657,0.097835015,0.088949171
E02004197,0.13848552,0.174009708,0.172904882,0.092250994
E02004198,0.103772805,0.103943053,0.108684224,0.105920215
E02004199,0.140424936,0.138571861,0.090042546,0.093743288
E02004200,0.104416509,0.140629301,0.078882863,0.113904162
E02004201,0.129124172,0.139271033,0.165293971,0.132037152
E02004202,0.112558767,0.108889427,0.124017088,0.104330791
E02004203,0.102813926,0.107773144,0.117532358,0.110176283
E02004204,0.085897732,0.102845132,0.091451242,0.088789789
E02004205,0.115328898,0.123765246,0.112677602,0.112734203
E02004206,0.13960593,0.157844602,0.170923363,0.129756275
E02004207,0.110341515,0.124331683,0.116564753,0.127678494
E02004208,0.114609434,0.114958581,0.117195229,0.09531819
E02004209,0.093723585,0.093389305,0.098748586,0.107688499
E02004210,0.120895254,0.120242884,0.122220075,0.124331683
E02004211,0.122741994,0.123085201,0.150638341,0.155482529
E02004212,0.132484715,0.132484715,0.127915348,0.103773037
E02004213,0.120387538,0.130842933,0.131636573,0.120387538
E02004214,0.151137004,0.132992488,0.156567303,0.141038568
E02004215,0.120975587,0.117424429,0.132992488,0.131228747
E02004216,0.135757851,0.131020403,0.145086987,0.137665285
E02004217,0.10847616,0.116166176,0.110534866,0.113901306
E02004218,0.161525618,0.135991744,0.1533544,0.157954394
E02004219,0.113185563,0.140539243,0.143133983,0.11943229
E02004220,0.132560734,0.16727238,0.12608346,0.145231834
E02004221,0.17347926,0.145231834,0.161453059,0.145581049
E02004222,0.154146027,0.127896048,0.121088266,0.127896048
E02004223,0.078092722,0.084522974,0.084833343,0.091795056
E02004224,0.144727003,0.14065008,0.159880293,0.133713227
E02004225,0.123188088,0.125571809,0.128898211,0.10119793
E02004226,0.124937729,0.115835768,0.121088266,0.119541807
E02004227,0.090448324,0.105400811,0.098259633,0.105542488
E02004228,0.125061607,0.125953471,0.133786414,0.137917675
E02004229,0.097953539,0.116463888,0.098687946,0.093962361
E02004230,0.101925282,0.104701272,0.1125797,0.111020129
E02004231,0.117644498,0.145848055,0.106746375,0.127726533
E02004232,0.119872494,0.12996753,0.124795805,0.127045274
E02004233,0.090558556,0.10449299,0.111048203,0.088949171
E02004234,0.148324454,0.164269711,0.153922139,0.154348948
E02004235,0.161525618,0.135921745,0.163876909,0.178725783
E02006840,,,,
TOWN01,0.10847616,0.116166176,0.110534866,0.113901306
TOWN02,0.105231661,0.10247476,0.096756461,0.119589478
TOWN03,0.043080969,0.044178867,0.04638494,0.045149864
TOWN04,0.053019478,0.054661932,0.052994816,0.054548963
TOWN05,0.094569947,0.098137618,0.084939603,0.08141286
TOWN06,0.060400899,0.0654312,0.067078077,0.060538584
TOWN07,0.054537659,0.057635473,0.054296634,0.048148017
TOWN08,0.112462614,0.133247417,0.106451113,0.106490291
TOWN09,0.084447408,0.090617688,0.089149015,0.081209876
TOWN10,0.027693104,0.028355259,0.028661524,0.028122885
TOWN11,0.044607654,0.044724401,0.046294295,0.041824892
TOWN12,0.095956392,0.090279717,0.094989457,0.085448066
TOWN13,0.074525557,0.080537769,0.079369364,0.084460475
TOWN14,0.072666868,0.077457756,0.076416788,0.076837802
TOWN15,0.068922047,0.074632644,0.069037427,0.070967249
TOWN16,0.045376486,0.051965415,0.05304597,0.048436988
TOWN17,0.064916986,0.072551976,0.06283093,0.062516898
TOWN18,#,#,0.306663648,#
TOWN19,0.129452307,0.124483838,0.140099533,0.122316968
TOWN20,0.035702265,0.037334217,0.038415139,0.037589766
TOWN21,0.05732564,0.065251774,0.059363834,0.059205534
TOWN22,0.064234376,0.064765803,0.057956277,0.060106863
TOWN23,0.089298997,0.094473029,0.097380023,0.083933578
TOWN24,0.078776105,0.081479893,0.076179679,0.079326447
TOWN25,0.080178769,0.095599073,0.080016786,0.079515464
TOWN26,0.063233631,0.066011911,0.070869997,0.066573999
TOWN27,0.078192003,0.078766442,0.077520075,0.074138029
TOWN28,0.049535019,0.050126996,0.048325017,0.050007976
TOWN29,0.060373826,0.071104576,0.066977507,0.07356215
DIV1,0.074365898,0.081740006,0.088264909,0.084983831
DIV2,0.083923688,0.093983452,0.092226252,0.088477347
DIV3,0.115765997,0.111239532,0.113611017,0.12786588
DIV4,0.082346093,0.083782944,0.086901105,0.081253188
DIV5,0.075114239,0.079960251,0.083458666,0.082010726
DIV6,0.12046461,0.127463374,0.139556224,0.119872494
DIV7,0.082376212,0.079960251,0.082580053,0.084860126
DIV8,0.097396885,0.107866274,0.101693109,0.10483568
DIV9,0.075148599,0.091654088,0.082096023,0.088953355
DIV10,0.094569947,0.098137618,0.084939603,0.08141286
DIV11,0.094473029,0.089050408,0.080082154,0.098958379
DIV12,0.079780289,0.082618793,0.085534368,0.079639915
DIV13,0.089540762,0.095893692,0.08640349,0.0871907
DIV14,0.093192403,0.098050728,0.096578431,0.087854918
DIV15,0.077922816,0.090871786,0.085609958,0.080013109
DIV16,0.073306651,0.072338885,0.081483807,0.063285657
DIV17,0.085454852,0.084976219,0.081436167,0.067237574
DIV18,0.100870296,0.124937729,0.102352588,0.105879293
DIV19,0.090146964,0.097480929,0.092701677,0.085605976
DIV20,0.115835768,0.1430689,0.100736366,0.100673068
DIV21,0.099148023,0.098338623,0.113138633,0.094425689
DIV22,0.090990794,0.0873635,0.099195166,0.084334016
DIV23,0.053260977,0.052871182,0.054347954,0.048844467
DIV24,0.079980789,0.082255673,0.082136397,0.08711571
DIV25,0.0761283,0.084040934,0.082254374,0.083342851
DIV26,0.091848261,0.095994701,0.096706271,0.102572436
DIV27,0.077994569,0.097223369,0.079299212,0.080174275
DIV28,0.073819756,0.086358323,0.086474631,0.087809966
DIV29,0.074525557,0.080537769,0.079369364,0.084460475
DIV30,0.083707905,0.089952172,0.084150582,0.087170595
DIV31,0.09167538,0.099148023,0.110050879,0.107146463
DIV32,0.064449328,0.072813044,0.074864002,0.068814754
DIV33,0.084697782,0.085448066,0.077347507,0.074989437
DIV34,0.077786006,0.07895464,0.082625205,0.086726689
DIV35,0.095667835,0.088749556,0.089952063,0.082989585
DIV36,0.087131541,0.087752853,0.099684924,0.096296162
DIV37,0.106925901,0.1109562,0.09981726,0.103856845
DIV38,0.079412823,0.082874093,0.08502387,0.084697782
DIV39,0.071839547,0.074804011,0.068708498,0.068289128
DIV40,0.085146113,0.079746882,0.082187366,0.076320981
DIV41,0.07485827,0.092364578,0.074169737,0.076416848
DIV42,0.084258168,0.087256599,0.091588112,0.076389934
DIV43,0.084307962,0.089068596,0.085042768,0.083983791
DIV44,0.063194294,0.091942182,0.075534893,0.081185177
DIV45,0.090348516,0.10371685,0.091439864,0.093257237
DIV46,0.137665285,0.148000521,0.164586331,0.125780535
DIV47,0.102748094,0.091231465,0.108023987,0.082980411
DIV48,0.090558556,0.10449299,0.111048203,0.088949171
DIV49,0.087478621,0.084112311,0.08464622,0.077894147
DIV50,0.082432626,0.080230622,0.078333362,0.08111932
DIV51,0.087752853,0.095092045,0.089973345,0.095164767
DIV52,0.087131541,0.086069003,0.088792866,0.077931655
DIV53,0.08244492,0.085628966,0.089143981,0.091539841
DIV54,0.093481956,0.105026842,0.088547349,0.082466232
DIV55,0.098338623,0.096002821,0.078263289,0.093021345
DIV56,0.061055349,0.063929178,0.061224074,0.060035792
DIV57,0.080072108,0.079821384,0.081988598,0.085914356
DIV58,0.100156647,0.097078412,0.104149049,0.108975407
CHSCTAXE,0.051559711,0.053111625,0.051358211,0.052934625
CHSCTBARNSTAPLE,0.048069421,0.049541391,0.051732627,0.049517959
CHSCTBIDEFORD,0.047649496,0.048633058,0.048165774,0.050056027
CHSCTBRAUNTON,0.055087774,0.05887974,0.053260899,0.054335103
CHSCTCREDITON,0.06011232,0.070446897,0.068851077,0.063787093
CHSCTCULLOMPTON,0.048996085,0.0508658,0.048795223,0.045448458
CHSCTDAWLISH,0.060008725,0.060522726,0.059671523,0.056975531
CHSCTEXETERCHALL,0.03774613,0.037943252,0.039375224,0.038295126
CHSCTEXETERSYCAMORE,0.0415175,0.043630814,0.042590189,0.041622605
CHSCTEXMOUTH,0.044607654,0.044724401,0.046294295,0.041824892
CHSCTHONITON,0.051010324,0.051430334,0.049962593,0.049842519
CHSCTIVYBRIDGE,0.042702957,0.049991408,0.050568044,0.046775152
CHSCTKINGSBRIDGE,0.064916986,0.072551976,0.06283093,0.062516898
CHSCTNABBOT,0.036757256,0.038977244,0.039716804,0.038992514
CHSCTOKE,0.054175912,0.058964161,0.056652396,0.056774724
CHSCTSMOLTON,0.072060766,0.08421529,0.072818893,0.068701294
CHSCTTAVISTOCK,0.062186374,0.064176909,0.068407018,0.06482647
CHSCTTEIGN,0.075128089,0.084860126,0.078498188,0.083390231
CHSCTTIVERTON,0.05101359,0.050193154,0.04913956,0.050792632
CHSCTTORRINGTON,0.056946095,0.058817244,0.058583,0.058264221
CHSCTTOTNES,0.068014682,0.074117464,0.070275119,0.070738717
Eastern,0.016011311,0.016482206,0.01638279,0.016025967
Northern,0.024017426,0.025158564,0.024508521,0.024709508
Southern,0.025878446,0.027494357,0.027229019,0.026927757
Western,0.032489948,0.035529043,0.036278878,0.034179301
